evaluation,feasible,selected,search_score_mm,combined_rmse_mm,tip_rmse_mm,wrist_rmse_mm,bottleneck_rmse_mm,record_type,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
39343,True,True,842.3145590036346,715.7077861991648,850.5607925895355,548.6543616537466,850.5607925895355,balanced_tested_sample,9.611721824461064,1.8499465222550358,0.5835197420455591,-0.05384852135701497,-0.8597725825217979,3.388982326319619,1.2065508839332133,-0.030333445474969734,1.2576483086295294,-0.532015788771973
39732,True,False,384.45391997250334,375.5851385347694,386.9484289273807,363.86715422939125,386.9484289273807,balanced_tested_sample,10.025506887820415,1.8480113292534737,-1.2485238986136253,0.2267199568878802,-0.8111625297801431,4.290499507027065,0.9451852730450105,-1.1634125054617324,0.8396149285043073,-1.1236808808449625
40164,True,True,381.78120916856574,367.0215809322237,384.54517788602095,348.6182552658224,384.54517788602095,balanced_tested_sample,9.951995980724156,1.8649156129805775,-1.142342542977111,0.08977536536071984,-0.9392146756786196,4.063544247586578,0.6290202808760726,-1.1014406434372572,0.8878552720210652,-1.0710933771793016
41094,True,True,356.222233560811,355.4470449700549,355.0246986507046,355.8688900478165,355.8688900478165,balanced_tested_sample,9.952461527489014,1.8616638679859392,-1.1794315194386011,0.21076977240232042,-0.7327770574797904,3.963243991401438,0.7506064601118282,-1.3149288921035007,0.747295495450194,-1.1634394854017536
42254,True,False,447.1902528391379,405.9432981096446,451.4404831355795,354.65675342024184,451.4404831355795,balanced_tested_sample,9.817416192289139,1.417982443566081,-0.9687153141922842,0.4912871638771404,-0.6769031451824442,4.46094020420642,0.5106340363906334,-1.1288128888779358,0.03506357656594701,-0.5432305401111126
43552,True,False,380.83147295567966,369.8930856901823,384.4712635679333,354.71627700640676,384.4712635679333,balanced_tested_sample,9.499820155535824,1.4663582066791025,-1.463668238203131,0.3917880779882127,-0.15585246274696346,4.845453807759074,0.03956450275531424,-1.2000233801678581,0.8045475345819421,-1.8606106143403858
44719,True,False,497.9920468361569,432.5820490387536,503.0868360046506,348.0777122137572,503.0868360046506,balanced_tested_sample,10.226980045564556,1.2184166830042964,0.1870692753940024,-0.9341649851633016,-0.3962134326810412,4.124410815990654,1.3440603731058178,-0.9721496686322474,0.8165583608704223,0.22839724727766034
45737,True,False,598.6390306221176,581.6865953079641,604.4866242857389,557.9556535976443,604.4866242857389,balanced_tested_sample,9.436669270050674,0.8034054238137764,-0.4092004730850237,1.0636594933488508,-0.5751872172431091,4.5870692515755485,-0.14311559174987376,4.772068233027353,0.9678182082612294,-0.6214232204072323
46755,True,False,365.34371296455015,353.7761125556328,338.21521139541136,368.6808191521614,368.6808191521614,balanced_tested_sample,9.855571403557901,2.343199043885301,-1.3816591233680497,1.2781715484860996,-1.594517460353696,3.5441258520473067,0.8998845954205654,-1.1188858085078095,0.8805057692054727,-0.9033449414872597
47708,True,False,407.499660219883,385.71599743828926,410.58903006582705,359.12436529596823,410.58903006582705,balanced_tested_sample,9.909380498415139,1.4412239340400954,-1.0700239656489847,-0.4406325256360712,-0.2562606850014519,4.325897740746694,0.7369815507669485,-1.0949809937001906,1.0819423659129082,-1.1410176894862625
48531,True,False,645.1984568004376,518.2617227041766,651.0304762976573,336.6745392396744,651.0304762976573,balanced_tested_sample,9.542505548853692,2.247694494345582,0.1276637276356348,0.4156956404319657,-0.5302837219182558,2.9647185181367366,0.6031241609410094,-0.5149280594113063,0.7503758809557006,-0.11196168192101927
49435,True,True,418.71636664508935,376.699071995042,422.5698930146595,324.4057138852997,422.5698930146595,balanced_tested_sample,9.149482445146324,1.7698278662546936,-0.6161095925410199,0.12164531913680711,0.07663783038591188,3.7743228289923407,0.5173910533066634,0.10978206569854335,-0.37723670128420816,-0.21350979786026558
50548,True,False,468.2610759041555,402.7863405663585,472.8577639331543,317.6148727339675,472.8577639331543,balanced_tested_sample,9.66059022324051,1.3421830164056114,0.49632753593850015,-2.1180336382567915,2.3648560580966076,3.231045887030318,-0.9859711851330217,0.08623406943195643,0.7400990760887484,-1.182504324597356
51787,True,False,541.2644687788002,451.4438750946807,545.9518634951976,330.9678344901882,545.9518634951976,balanced_tested_sample,9.483498721180311,1.1612356593500124,-0.8601519814902485,0.40815532050029774,-0.46054034567990043,2.6998051831422436,0.051525114829320165,0.26020506522793935,-0.31803562103530225,-1.3566737917194511
52847,True,True,405.91621014539294,325.5818358646049,409.82690258359645,209.8784734284781,409.82690258359645,balanced_tested_sample,8.46238461223109,1.316729882320528,-0.9452747986364903,-0.12536156838299284,-0.4056046168258524,1.5302815379927475,-0.13591496273329703,0.6624290517449416,0.8692158792646614,-0.7626869453362325
53826,True,True,419.3633538455322,372.7045371977166,423.2605780444295,314.11435365010556,423.2605780444295,balanced_tested_sample,9.362472536471651,2.2304355601910357,-0.8232203729748245,0.21532099278125472,-0.060482093369734896,2.8965865746521406,0.2866703710890118,0.10813553921312308,-0.1888056074637696,-0.25393705728775245
54748,True,True,427.17617124191804,378.5049596076217,431.2340854784836,317.1264297037862,431.2340854784836,balanced_tested_sample,9.359145418263896,1.4580504516683221,-0.7185458953642134,-0.04647403321354312,-0.2813918502627176,3.032012280193953,0.36622733275137553,-0.07836634849354537,-0.9071637274876928,-0.9628382117434083
55637,True,False,525.5246493901295,441.6908765701606,529.9406367713113,330.67292358016056,529.9406367713113,balanced_tested_sample,9.058440889957383,1.8406714528737387,-0.7200877122976698,-0.27914774869269093,-0.5866333617040586,3.081991650415657,0.23250836928525642,-0.3755806916839408,-0.2726476748597545,0.06490922555223333
56221,True,False,296.7459100448138,295.84473026429555,297.6923371801203,293.98551194666913,297.6923371801203,balanced_tested_sample,9.622709707654915,1.4651130394595036,-2.1148464146939085,-0.340417578446394,-0.7460057996482408,3.9528197420849445,0.6490686921190347,-3.951029928455636,1.5416875522829803,-0.9587124247744985
56458,True,False,310.8327245378555,310.2144197604605,309.0467591182341,311.3777017275877,311.3777017275877,balanced_tested_sample,7.178278675314921,1.5858187791235785,-1.515305907068638,0.9584272997554055,-1.2191944735673734,1.7059177250075153,0.34909264323293876,0.5852043607594185,-2.7079043626105572,-0.9234684960577324
56693,True,False,313.0305112779356,304.151452403285,291.9836162296141,315.85088230291984,315.85088230291984,balanced_tested_sample,7.164885059562828,1.6431643848929052,-1.6310507853769147,0.8794897889570057,-1.1445557961670845,1.9053226665362137,0.4821610600105522,0.45262115619927423,-2.4456781728488552,-0.8231354881862369
57209,True,False,345.6278390131714,325.6165484215842,348.9701391960465,300.4531829777539,348.9701391960465,balanced_tested_sample,9.44987920359167,1.4907719276143003,-1.8668244224734665,-0.10257716737292837,-0.7504480593530527,3.639222564327854,0.8974938811810105,-3.7648156055971653,1.1492167251909828,-0.2245438021352603
58380,True,False,356.5531629380429,336.941548493523,360.0878460886184,312.08325379886315,360.0878460886184,balanced_tested_sample,9.650845362628404,1.0157092306619777,-1.3627785106511805,-0.8596022734887966,0.2575510068386192,4.069251549564211,0.6375555198236145,-2.846453773654732,0.8981360437340915,-0.15573336592214473
59630,True,False,389.9466073063964,348.28175928215035,393.516938943354,296.21746481595585,393.516938943354,balanced_tested_sample,10.113057170122735,0.7785365789268361,-1.7593444288870734,-0.7107991290878884,-1.0239117579977277,2.940006828943683,1.1687130277204245,-4.6189534130304235,1.9153416924356415,-1.638013632765469
60746,True,False,424.47678497654283,361.39428843269127,428.46476312298773,278.6209076603989,428.46476312298773,balanced_tested_sample,9.371404068167093,1.7270597919264796,-1.6490624719951146,-0.22128077017465808,-0.16365241725418536,4.204828558524064,0.6853276099597556,-4.045141771437962,1.4151751747256325,-0.21881455375704664
61870,True,True,285.50236704365267,279.8489722631931,271.3925344840062,288.05726302226503,288.05726302226503,balanced_tested_sample,9.439938888170104,1.398576250777654,-2.029497934548375,-0.3581880498280001,-0.7483709528051424,3.7889580424700444,0.6500702828181895,-3.8729607412775153,1.415932492180848,-0.8411659936983621
62985,True,False,721.6737678224373,570.3483886918838,729.2188469750372,344.7237186258782,729.2188469750372,balanced_tested_sample,9.87825936261707,-1.1915534943217412,-0.9149540038886885,0.3383780653961865,1.8304307848071384,3.551172601028449,-0.27800406381977205,-1.8032368065477948,3.1239093029795026,-0.020851586632679196
63990,True,False,469.60144362797274,393.7093856829484,474.01855836309176,292.0968453733546,474.01855836309176,balanced_tested_sample,9.794351751489925,1.9228854052498174,-1.739273819702461,-0.6569619968484981,-0.9480977327031908,4.080499498873411,0.8293762867937181,-3.121633269273023,2.3851690302915967,-1.2142619698755732
64869,True,False,301.6142954113869,297.23464207641564,304.19187273255704,290.11061591063793,304.19187273255704,balanced_tested_sample,8.640580301288109,0.291325347384234,-0.1331429870977623,-0.3795237272316836,-0.6650983817890271,2.6874838917429256,2.3557485555638276,-2.6729908682084944,0.5018223556332653,-1.6762242517463966
65483,True,False,445.791652223772,385.4443472727331,450.07721029148064,307.5145435020024,450.07721029148064,balanced_tested_sample,7.620284028247699,-0.030574089461710932,-1.5582619485135887,1.6475812795761686,1.1004711006244146,3.855946084921874,0.3564061204490488,1.6500697091985566,-1.1697923439643858,-0.7155434762481446
66267,True,False,358.3596149038785,332.5698686260495,361.7908984278958,300.5208492777692,361.7908984278958,balanced_tested_sample,7.777890328503486,1.1281846051947018,-0.4026750519581148,0.07507110620765986,-0.92417019545977,1.822553477297134,0.03847336476282153,0.40550752368067094,-2.7912855923861,-2.3008057252144973
67127,True,False,633.3600116265162,538.416644995415,639.7150399611985,412.97655485957023,639.7150399611985,balanced_tested_sample,6.861253600103248,-2.102660371515392,0.46384862388225906,-0.16346813813714237,-1.144386456581781,2.1726315399462,-0.23021879086245936,1.1498007412193452,-2.571442256357173,-2.276047923542674
68054,True,False,377.7448352404984,336.20510437926976,381.4358631918415,283.8563486914572,381.4358631918415,balanced_tested_sample,7.034492454726497,-0.36884773756194755,-0.3809046867000395,0.09023371649513244,-1.0065117744962058,1.37546584673887,-0.41377892852613257,1.8194880609793884,-2.9992929424553685,-2.2148281274461787
68808,True,False,319.14980847654397,308.2640460647967,321.91996602341953,293.9744541077652,321.91996602341953,balanced_tested_sample,7.112082885896531,1.1031135880728529,-1.813137096507491,0.5885708064348586,-1.5025713586495117,0.8780407588955272,0.18888659559090143,1.2559633265553707,-2.3735728507601226,-1.1378880275087233
69574,True,True,293.53049825417133,281.93272137193384,267.31465508278234,295.82933245089487,295.82933245089487,balanced_tested_sample,6.23165813067874,1.5410359442272117,-1.1150411174103032,0.8315104900447723,-0.8094630436514753,1.2119531659435667,0.20513058576820842,1.7927154345545282,-2.448973720937433,-0.45213308203551866
70323,True,True,302.51486201248315,301.9936896437342,301.3626461464215,302.62341726459124,302.62341726459124,balanced_tested_sample,7.297682252334101,1.365227260402011,-1.833314686786531,0.644098639892984,-1.3367061937826374,1.261674800480816,0.5677668089552558,0.8281518936692643,-2.2699248906093237,-0.7663190185325067
70961,True,False,336.34649866756536,323.3694529195786,339.62245070157263,306.2551177408682,339.62245070157263,balanced_tested_sample,6.722677017595714,0.800438658039929,-1.0839156835289576,0.9895043660149815,-1.031701556385592,1.9580016782679446,-0.05588754188100899,1.070161511026017,-2.7680141495644364,-1.6475565646332377
71596,True,False,405.4657097227588,365.44836413669196,409.18733535911406,315.70672828129005,409.18733535911406,balanced_tested_sample,9.085967464210437,0.39546594314437794,-0.6977816604989022,-0.7257962760479549,-0.575756238121372,4.24780428464455,1.4545111815587985,-1.083027621106782,-0.4235482414625479,-0.6604699772304102
72481,True,True,275.44014563390414,274.99568861839356,275.1424098109846,274.84888910238146,275.1424098109846,balanced_tested_sample,6.388361195846143,0.9879840254140011,-1.6534316396442197,1.5462821171998655,-0.8636025108204725,1.531914919293282,1.1285562287455322,0.6316854367994966,-2.5764258501272153,-0.3604656579776094
73786,True,True,282.6634572285847,269.20132127730864,252.2854611566475,285.1153255156152,285.1153255156152,balanced_tested_sample,6.397284353245349,-0.08399102317117677,-1.898523533459614,1.1955699836238847,-0.9913602400585565,1.2821740689361838,1.5148779152639051,1.0737927491186157,-3.2336969186383344,-0.3564788267194697
74985,True,False,350.67225511396634,315.85351091316556,353.96902266530844,272.4569905612861,353.96902266530844,balanced_tested_sample,6.607391619286859,1.4209901528069722,-1.6762106084435995,-0.13099014958464847,-3.758811031724088,-0.08149536520560294,2.187703078337422,2.125816566396903,-1.1175432458543009,-2.4426319155561935
76032,True,False,301.7317457170199,274.1280703265794,304.55147051149567,239.87663431696242,304.55147051149567,balanced_tested_sample,5.798914827280278,0.5927672261804761,-2.031365736768228,1.1611604450099833,-0.3435934597461011,2.512928582708594,2.5697163245491574,1.6133048287645262,-3.123474459915832,-0.04239409601601174
