evaluation,PC1,PC2
319084,0.12012457320964506,0.9710842703358844
319086,0.12224925280375507,0.9715389812440163
319092,0.11932024102841673,0.9701368399305823
319288,0.10489016321448327,0.9647744100381566
319373,0.10891335987775405,0.9884426626585044
319378,0.11140264361668126,0.9572284340793762
319392,0.06992302843271053,0.9846517134343141
319394,-0.004172790460848969,1.006424023689912
403582,-0.17952792134852838,1.0298681417722708
403584,-0.1772931868159293,1.0322487286412056
403585,-0.18055616154730056,1.0275816640325504
403639,-0.19915311598610289,1.0209412940687617
403641,-0.1969183814535038,1.0233218809376965
403644,-0.20076656791274575,1.0176308474829903
403696,-0.21714466772394253,1.0229433301865003
403700,-0.2174582820048525,1.0212091372865892
403701,-0.21875811965058534,1.0196328836007287
403753,-0.27913024723539825,1.035876817476753
403754,-0.27975595921667273,1.0305381169699235
403812,-0.28992249484813065,1.0341226366543643
403868,-0.3372492784962842,1.032499578811264
403872,-0.33756289277719415,1.030765385911353
403886,-0.3377880014685601,1.0312231675606667
403925,-0.3560195630711546,1.0302891994904095
403929,-0.3563331773520646,1.0285550065904985
403930,-0.35763301499779765,1.0269787529046377
403931,-0.3549868055733333,1.029637261204541
403932,-0.35510969822164457,1.0303433870804468
403966,-0.3568113228123282,1.028998358905289
403981,-0.51770186066671,0.9626698406896564
403982,-0.5183275726479845,0.9573311401828266
403985,-0.51801547494762,0.9609356477897454
404095,-0.6300607446862453,0.8722053395700493
404096,-0.6042663404069151,0.9424906815586904
404099,-0.6052945806056872,0.9402042038189702
404104,-0.603999111030623,0.939700528357863
404119,-0.6033242688914338,0.943331799762519
404153,-0.6335310549971472,0.9911821230557171
404154,-0.6339778408378429,0.9873700563771967
404214,-0.6506891893112967,1.0027042159739503
404235,-0.6505836175089671,1.0030887052293735
404267,-0.668295098435577,0.9768664771033095
404268,-0.6682950984355776,0.9768664771033106
404269,-0.666060363902978,0.9792470639722444
404270,-0.6693233386343492,0.9745799993635887
404281,-0.6688716948182386,0.977807336892395
404325,-0.6951613190683336,0.9856194311564044
404336,-0.6954879027733587,0.9861190097243804
404338,-0.693675315074388,0.9864853294805962
404345,-0.6966043268497267,0.985083188167162
404366,-0.6959530788095072,0.9843285905712837
404382,-0.7416289134029258,0.9512071865970059
404383,-0.7417877156123789,0.9498522541976498
404386,-0.7419425276838357,0.949472993697095
404443,-0.7441746509174886,0.9458990889191466
404460,-0.7445894185001096,0.9476493236696243
404463,-0.7422043392032354,0.9490266848626944
404498,-0.7453124027182922,0.9582620474698187
404500,-0.7430776681856931,0.9606426343387533
404501,-0.7463406429170645,0.9559755697300982
404512,-0.7458889991009526,0.959202907258903
404556,-0.7465062795527545,0.9656435219610382
404558,-0.7442715450201554,0.9680241088299728
404559,-0.7475345197515267,0.9633570442213175
404614,-0.7678386935080632,0.9795322508475075
404617,-0.7688669337068353,0.977245773107787
404624,-0.7663297056104739,0.9784519413115202
404632,-0.7683861838104766,0.978480243718548
404672,-0.7683525814443289,0.9751914702306275
404683,-0.768679165149354,0.9756910487986032
404687,-0.7692324223630095,0.9755630942815408
