round,evaluation_at_round_end,parent_region_id,child_left,child_right,variable,split_value_normalized,split_value_absolute,local_sensitivity,split_seed_count,parent_volume_log10
41,3202216,484,497,498,L3_C1c,0.4725034408697916,-3.0246215043229228,3167.5970186490263,8695,-6.83667540981003
41,3202216,486,499,500,B_Y_C1s,0.49751398458035934,-0.8949655510706407,1885.9775476504462,6068,-6.388530319623765
41,3202216,487,501,502,theta18_deg,0.5329486097273768,93.95383316728521,3018.1983175077357,92,-5.843030820286523
41,3202216,488,503,504,theta18_deg,0.521234761327635,92.5481713593162,3018.1983175077357,106,-4.860259364886396
41,3202216,489,505,506,L6,0.4287632737369947,242.87632737369947,3347.8245310095876,79,-6.009220133463234
41,3202216,490,507,508,L6,0.4340845388108852,243.40845388108852,3347.8245310095876,87,-5.026448678063106
42,3283551,494,509,510,L12,0.20923429927930895,14.415543467568902,3091.554123270078,49,-5.327437138172104
42,3283551,495,511,512,L11,0.3889750199690596,45.00775179721536,2471.455942973529,24,-6.979090255782421
42,3283551,485,513,514,L5,0.42714490499039715,202.5147771976953,2636.8822564757133,6534,-6.436357429935168
42,3283551,479,515,516,L11,0.43872906161684405,49.48561554551596,3179.3509474542816,8,-5.921211809148744
42,3283551,493,517,518,L12,0.22871433997802357,15.292145299011061,2642.248151956746,182,-5.137338977060642
42,3283551,465,519,520,L5,0.425684450840582,202.16426820173967,2528.723205234926,3104,-5.063750575641863
42,3283551,470,521,522,L12,0.1437027442229574,11.466623490033083,2128.17421388426,2727,-6.328855032733655
43,3394001,520,523,524,L6,0.43424681256966435,243.42468125696644,3039.6031523233023,58,-5.106304762474686
43,3394001,521,525,526,L5,0.4213020992791561,201.11250382699745,2725.9964644049805,1583,-7.17138997100508
43,3394001,519,527,528,L6,0.42991061525917557,242.99106152591756,3234.410867948683,78,-6.09369596256323
43,3394001,432,529,530,L11,0.3627188917516034,42.6447002576443,2810.1719794590163,130,-5.228834941992369
43,3394001,522,531,532,L12,0.26046115878432113,16.72075214529445,2674.734858553534,493,-6.396230480517078
43,3394001,496,533,534,L11,0.3882507192185157,44.942564729666415,2961.5032834174035,102,-6.2057163109222575
43,3394001,123,535,536,L7,0.41038723146171774,241.03872314617178,5921.243623625379,4323,-4.382648432976874
44,3484019,524,537,538,L2,0.42298666894929177,153.8154674427592,2297.6088905023184,19,-6.178925754699694
44,3484019,528,539,540,L3_C1c,0.47174855546002326,-3.1076588993974426,2700.5386178738386,4194,-7.12175967111891
44,3484019,535,541,542,theta18_deg,0.6103924777680448,103.24709733216538,2382.810824120008,4013,-4.417248605565566
44,3484019,115,543,544,theta18_deg,0.6105504412840482,103.2660529540858,2869.273828330549,4959,-4.4263702846588675
44,3484019,124,545,546,L7,0.4103262398668568,241.03262398668568,5981.312516457689,3570,-3.7388451632460296
44,3484019,122,547,548,L3_C1c,0.4740000746274168,-2.8599917909841537,2704.3548397573813,3539,-3.4602477097456386
44,3484019,536,549,550,L12,0.14551900566304515,11.548355254837032,2817.795083671257,4125,-5.49853971362142
45,3584788,542,551,552,L3_C1c,0.47349740574612353,-2.9152853679264084,2218.2680184814835,3548,-4.826621272265835
45,3584788,541,553,554,L12,0.14671224526071558,11.6020510367322,2887.03295126193,3676,-4.631639432656684
45,3584788,543,555,556,L7,0.40991432460615157,240.99143246061516,6315.01967526218,3943,-4.640648735188141
45,3584788,549,557,558,theta18_deg,0.6094570704731909,103.1348484567829,2826.7817423803135,4481,-6.335619995106729
45,3584788,550,559,560,theta18_deg,0.6093438502582753,103.12126203099304,2826.7817423803135,3652,-5.566837306185938
45,3584788,548,561,562,L7,0.4087451616677276,240.87451616677276,6067.267729819132,3072,-3.7392620272083965
46,3653546,553,563,564,L3_C1c,0.47424847943616427,-2.8326672620219284,2898.367890617841,3734,-5.465173069139113
46,3653546,552,565,566,L5,0.4263979806255217,202.3355153501252,4991.805471679983,3651,-5.105220756825303
46,3653546,554,567,568,L3_C1c,0.4762795880273974,-2.6092453169862893,2552.604862545503,3126,-4.700543919401071
46,3653546,551,569,570,L12,0.14389427798104867,11.47524250914719,2393.654732371747,3903,-5.151303668384261
46,3653546,556,571,572,L12,0.1457607968974422,11.559235860384899,2595.8729025307525,3402,-5.75054683813903
46,3653546,561,573,574,theta18_deg,0.6060822170428639,102.72986604514367,2495.6617907588457,3415,-3.7756034147989403
47,3757182,564,575,576,L8_C1c,0.35160764864184313,-16.323158649397257,1979.1258965187417,3001,-5.744392531724591
47,3757182,566,577,578,L12,0.1432618513040864,11.446783308683887,2560.3436840398913,3052,-5.148314846690672
47,3757182,568,579,580,L12,0.24380595559418675,15.971268001738403,2721.0436988173938,109,-4.981444418567542
47,3757182,570,581,582,L12,0.30650949159566665,18.792927121805,2478.7364876360257,55,-5.218776268596946
47,3757182,565,583,584,L12,0.14256512672374272,11.415430702568422,2038.0483815207408,3034,-6.129956242532577
47,3757182,569,585,586,B_Z_C1c,0.4994776206734508,-0.1880565575577009,2218.374155272982,2946,-5.993260144014471
48,3844380,545,587,588,theta18_deg,0.6093527699501614,103.12233239401937,2452.6326257955775,2098,-3.7735098853128637
48,3844380,575,589,590,L61,0.3348216932742292,150.22325399113438,1932.5102363316646,2523,-6.198334217863195
48,3844380,576,591,592,theta18_deg,0.5057185548362187,90.68622658034624,3442.1571569305866,285,-5.93255464859336
48,3844380,583,593,594,B_Z_C1c,0.49907159558042025,-0.33422559104872107,2464.590113296402,3004,-6.975942938080252
48,3844380,579,595,596,L8_C1c,0.35246376497819126,-16.228985852398964,1959.6309431290429,4025,-5.925348834314111
48,3844380,585,597,598,B_Y_C1s,0.49597997345108563,-1.4472095576091704,2070.7525555412426,2608,-6.294744109782325
49,3966582,581,599,600,L5,0.4275956651447634,202.6229596347432,3326.287133994208,4925,-5.940142494409127
49,3966582,577,601,602,L8_C1c,0.3538941046050417,-16.07164849344541,1831.7997693387047,2894,-5.992184287652838
49,3966582,578,603,604,L12,0.24506680637180858,16.028006286731387,3091.7932358438247,259,-5.215466741165736
49,3966582,584,605,606,L12,0.24899067278261725,16.204580275217776,2733.4822947375924,242,-6.196755099533087
49,3966582,586,607,608,B_Y_C1s,0.4972646327519527,-0.9847322092970217,1881.518653724593,3200,-6.293836643616229
49,3966582,567,609,610,L12,0.3094198179887215,18.923891809492467,2574.2789709574836,114,-5.022681950102421
50,4085409,609,611,612,L5,0.4289817742590035,202.95562582216084,3109.277867607969,3915,-5.742369697037946
50,4085409,572,613,614,L12,0.27456528440674094,17.355437798303342,2629.5646284040017,145,-5.818967339766987
50,4085409,574,615,616,L12,0.15410133112827104,11.934559900772197,2286.707512974502,3392,-4.180197827831307
50,4085409,563,617,618,L5,0.42482135688785533,201.95712565308528,2459.6298233064167,3249,-5.789167122037121
50,4085409,557,619,620,theta18_deg,0.5314344139795502,93.77212967754602,2597.8973831128615,183,-6.550676875329888
50,4085409,559,621,622,L12,0.2712220664246746,17.20499298911036,2701.8476383273137,161,-5.7819748737697365
51,4187910,613,623,624,L6,0.4330879851657122,243.30879851657122,3274.882038773097,135,-6.640615844163559
51,4187910,617,625,626,L61,0.33198060133420576,149.79709020013087,1697.2898813114664,2968,-6.825499148668983
51,4187910,616,627,628,L12,0.2231169497717294,15.040262739727824,2616.2349460206788,97,-4.25287948628827
51,4187910,620,629,630,L5,0.4272070318936874,202.52968765448497,2257.6008522064735,7004,-7.443399262141868
51,4187910,621,631,632,theta18_deg,0.5267877458361627,93.21452950033952,2390.7661594959777,195,-6.614331428692667
52,4270179,627,633,634,B_Y_C0,0.7903177882754768,35.96673553785013,1968.2264653405973,4285,-5.341250442556602
52,4270179,624,635,636,L3_C1c,0.4723037642747302,-3.046585929779681,3379.5400156067926,6238,-7.700874467929497
52,4270179,629,637,638,L11,0.2861000750131963,35.749006751187665,3850.20054379904,124,-8.462302023500996
52,4270179,632,639,640,L5,0.42738712733100404,202.57291055944097,2301.9854113252577,6463,-7.482444669411681
52,4270179,630,641,642,L3_C1c,0.4713040496319898,-3.1565545404811246,2626.3306318117066,5604,-7.4871063458941824
52,4270179,560,643,644,L12,0.2910092361299732,18.095415625848794,2701.8476383273137,110,-5.975042640786539
53,4374253,643,645,646,L5,0.42711239859120625,202.5069756618895,2257.6008522064735,5193,-6.743911216389801
53,4374253,573,647,648,L12,0.15451735025579777,11.9532807615109,2591.8042332208056,2905,-3.9930718731638777
53,4374253,615,649,650,L61,0.334054210137337,150.10813152060055,1582.3552856261679,2841,-4.99239143765821
53,4374253,618,651,652,L8_C1c,0.3550750797504495,-15.941741227450557,1596.8118991318497,2570,-5.831069131566231
53,4374253,558,653,654,L3_C1c,0.47174831939856554,-3.10768486615779,3016.2277691795507,4312,-6.743951215454578
53,4374253,562,655,656,L12,0.1479970095353129,11.65986542908908,2942.2191117145835,3119,-4.834688825134092
54,4472774,645,657,658,L3_C1c,0.4709933911086878,-3.1907269780443386,3241.6516556967067,4590,-7.763492189591932
54,4472774,646,659,660,L11,0.27893391626540937,35.104052463886845,3850.20054379904,376,-6.7875465546272515
54,4472774,647,661,662,theta18_deg,0.5559781983279373,96.71738379935248,2961.782710484791,65,-4.804094621135778
54,4472774,648,663,664,L12,0.2266214657378814,15.197965958204662,2639.669628441295,177,-4.065967173350361
54,4472774,649,665,666,L6,0.41363155418343867,241.36315541834387,3375.9442931757567,273,-5.468574488052875
54,4472774,654,667,668,L3_C2c,0.5180097449927479,1.2606821494923537,1548.7187288643333,3153,-7.021110328045857
55,4577438,667,669,670,L8_C1c,0.3543089068779617,-16.026020243424213,1815.8879852825007,2630,-7.306772398113814
55,4577438,662,671,672,B_Y_C0,0.7904797054661624,36.00073814789411,1796.5718192381673,4275,-5.886753601859247
55,4577438,663,673,674,B_Y_C0,0.7895078798797555,35.796654774748646,1796.5718192381673,3442,-5.13511181953806
55,4577438,668,675,676,L61,0.3309232134752631,149.63848202128946,1768.142006062636,2696,-7.338072070386593
55,4577438,655,677,678,theta18_deg,0.5983367018919589,101.80040422703506,2732.8787105809133,2774,-5.664435885113683
55,4577438,650,679,680,L5,0.42376738213642257,201.7041717127414,2400.6929602746195,2605,-5.168952560022034
