phase,round,split,parent_region_id,child_region_ids,variable,split_value_normalized,split_value_absolute,local_sensitivity,split_seed_count,reason
primary,17,True,191,"[211, 212]",B_Z_C0,0.49518173467140447,-10.48182653285955,505.1461403754625,2857,
primary,17,True,138,"[213, 214]",B_Z_C1s,0.45007754397426375,-17.97208416926506,826.4160072435848,2,
primary,17,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,18,False,,[],,,,,,insufficient_new_samples
primary,18,False,,[],,,,,,insufficient_new_samples
primary,18,False,,[],,,,,,insufficient_new_samples
primary,18,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,18,True,203,"[215, 216]",L8_C0,0.6291292101104079,262.9129210110408,163.00430124362592,9482,
primary,18,True,213,"[217, 218]",L7,0.8597511466233106,285.97511466233107,394.17850323477774,5775,
primary,18,True,211,"[219, 220]",B_Z_C1s,0.3774256754474686,-44.12675683891132,601.587896093067,15,
primary,18,True,207,"[221, 222]",L8_C0,0.6367677329253337,263.67677329253337,159.28909406468733,3849,
primary,18,True,210,"[223, 224]",B_Z_C1s,0.3758153108145343,-44.706488106767665,415.76119606613895,13,
primary,18,True,212,"[225, 226]",B_Z_C1s,0.38217884925384144,-42.41561426861708,501.286830524033,3,
primary,18,True,132,"[227, 228]",B_Z_C2c,0.4915121271397531,-1.358059657639501,297.3083950713208,5560,
primary,18,True,209,"[229, 230]",B_Z_C2c,0.5123910115329192,1.982561845267071,331.2637185996419,1,
primary,19,False,,[],,,,,,insufficient_new_samples
primary,19,False,,[],,,,,,insufficient_new_samples
primary,19,False,,[],,,,,,insufficient_new_samples
primary,19,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,19,True,215,"[231, 232]",B_Z_C0,0.4951130431125704,-10.488695688742965,538.3529863505369,4327,
primary,19,True,216,"[233, 234]",B_Z_C0,0.49318944210984533,-10.681055789015467,483.0106910035762,4498,
primary,19,True,218,"[235, 236]",B_Z_C1s,0.4148057923709031,-30.669914746474888,513847457968.6943,595,
primary,19,True,228,"[237, 238]",B_Y_C1s,0.48320283393413277,-6.046979783712203,324.9467416363271,1638,
primary,19,True,217,"[239, 240]",L2,0.3629146958688698,133.39099659541574,1019.2891644051451,70,
