phase,round,split,parent_region_id,child_region_ids,variable,split_value_normalized,split_value_absolute,local_sensitivity,split_seed_count,reason
primary,30,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,30,True,348,"[363, 364]",B_Z_C2c,0.5196769449958636,3.148311199338167,450.0945445515771,1,
primary,30,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,30,True,351,"[365, 366]",B_Z_C1s,0.3724559498474474,-45.91585805491894,758.3657287297499,80,
primary,31,False,,[],,,,,,insufficient_new_samples
primary,31,False,,[],,,,,,insufficient_new_samples
primary,31,False,,[],,,,,,insufficient_new_samples
primary,31,False,,[],,,,,,insufficient_new_samples
primary,31,False,,[],,,,,,insufficient_new_samples
primary,31,True,359,"[367, 368]",B_Y_C1s,0.4864287913776402,-4.885635104049527,314.1374205262079,4348,
primary,31,True,355,"[369, 370]",B_Z_C1c,0.5883010055188554,31.788361986787947,482.9977978165992,1,
primary,31,True,356,"[371, 372]",L8_C0,0.6364827106865494,263.64827106865494,338.8431599128606,1851,
primary,31,True,363,"[373, 374]",L8_C0,0.6331149751068926,263.31149751068926,211.45489829575135,6403,
primary,31,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,31,True,330,"[375, 376]",B_Y_C0,0.5834636463476184,-7.472634267000146,423.5950673039749,4254,
primary,31,True,352,"[377, 378]",B_Z_C1s,0.37123573121317893,-46.35513676325559,630.1923880245598,83,
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,False,,[],,,,,,insufficient_new_samples
primary,32,True,367,"[379, 380]",B_Y_C1c,0.40848032657852607,-32.94708243173062,300.3571633913961,4013,
primary,32,True,368,"[381, 382]",B_Y_C1c,0.40724887712883945,-33.3904042336178,470.6081225166027,3396,
primary,32,True,375,"[383, 384]",L8_C0,0.6304401328400155,263.04401328400155,219.9788178907317,3206,
primary,32,True,369,"[385, 386]",L61,0.5663423390908296,184.95135086362444,230.77279372082822,3454,
primary,32,True,376,"[387, 388]",B_Z_C1c,0.5681422867155933,24.531223217613586,464.707924970503,1,
primary,32,True,371,"[389, 390]",L61,0.5690045808181141,185.35068712271712,247.14849040078,2225,
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,False,,[],,,,,,insufficient_new_samples
primary,33,True,386,"[391, 392]",B_Z_C0,0.4734673102631145,-12.653268973688547,179.30248867500165,2514,
primary,33,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,33,True,385,"[393, 394]",L31,0.6860856260691681,106.05198764968354,149.20501636658074,2449,
primary,33,True,389,"[395, 396]",L31,0.6863800969346967,106.09321357085754,239.14509507975532,1793,
primary,33,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,33,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,34,False,,[],,,,,,insufficient_new_samples
primary,34,False,,[],,,,,,insufficient_new_samples
primary,34,False,,[],,,,,,insufficient_new_samples
primary,34,False,,[],,,,,,insufficient_new_samples
primary,34,False,,[],,,,,,insufficient_new_samples
primary,34,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,34,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,34,True,245,"[397, 398]",B_Z_C2c,0.49377250486972646,-0.9963992208437702,432.07757584803835,11744,
primary,34,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,34,True,372,"[399, 400]",L5,0.4710338549371423,213.04812518491414,501.35137236982274,14,
primary,34,True,184,"[401, 402]",L5,0.5122344142922832,222.93625943014797,932.5166675524204,2748,
primary,34,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,35,False,,[],,,,,,insufficient_new_samples
primary,35,True,390,"[403, 404]",B_Z_C1c,0.601288340649702,36.463802633892726,483.0245580851496,1,
primary,35,True,398,"[405, 406]",B_Z_C0,0.4708161819350087,-12.918381806499134,534.8280274391778,7112,
primary,35,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,35,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,35,True,400,"[407, 408]",B_Y_C1c,0.4020064864683021,-35.27766487141125,305.6263415420088,3278,
primary,35,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,35,True,157,"[409, 410]",B_Z_C1s,0.3297446367372521,-61.29193077458925,1912.2390637179506,32,
primary,35,True,309,"[411, 412]",L5,0.5072560284651781,221.74144683164275,559.300909830679,3049,
primary,35,True,156,"[413, 414]",B_Z_C2s,0.5276121260539323,4.417940168629158,292.22408739438805,30,
primary,35,True,397,"[415, 416]",B_Y_C0,0.5875883344827112,-6.606449758630646,417.0277235272909,7447,
primary,35,True,236,"[417, 418]",L3_C0,0.5873712484103508,271.4536494277263,1426.9246774869644,1541,
primary,36,False,,[],,,,,,insufficient_new_samples
primary,36,False,,[],,,,,,insufficient_new_samples
primary,36,False,,[],,,,,,insufficient_new_samples
primary,36,False,,[],,,,,,insufficient_new_samples
primary,36,True,405,"[419, 420]",B_Z_C2s,0.49243427909732773,-1.210515344427563,331.7509128111481,4915,
primary,36,True,406,"[421, 422]",B_Z_C0,0.520722825099512,-7.927717490048806,416.96818964794994,3,
primary,36,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,36,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,36,True,411,"[423, 424]",B_Z_C0,0.4852345233384886,-11.476547666151141,515.2318482629897,1870,
primary,36,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,36,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,36,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,37,False,,[],,,,,,insufficient_new_samples
primary,37,False,,[],,,,,,insufficient_new_samples
primary,37,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,37,True,420,"[425, 426]",L61,0.5606597106956307,184.0989566043446,339.51408941221257,3861,
primary,37,True,421,"[427, 428]",B_Z_C2s,0.49085338427113745,-1.4634585166180045,324.0615845703172,5756,
primary,37,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,37,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,37,True,187,"[429, 430]",B_Z_C2c,0.5235524944038009,3.76839910460815,919.8633218527735,41,
primary,37,True,424,"[431, 432]",L2,0.371570492495775,136.3339674485635,476.7465172587197,6,
primary,37,True,418,"[433, 434]",L2,0.3652541694382595,134.18641760900823,1178.970603465959,11,
primary,37,True,423,"[435, 436]",B_Z_C2c,0.521525457239055,3.4440731582487984,511.0735534749856,10,
primary,37,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,38,False,,[],,,,,,insufficient_new_samples
primary,38,False,,[],,,,,,insufficient_new_samples
primary,38,True,425,"[437, 438]",B_Z_C2c,0.5326646079708922,5.2263372753427575,588.5223562552542,3,
primary,38,True,426,"[439, 440]",B_Z_C2c,0.5437092900467314,6.993486407477022,533.024192469045,10,
primary,38,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,38,True,428,"[441, 442]",B_Z_C2c,0.531298047794607,5.007687647137118,573.2783832025833,1,
primary,38,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,38,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,38,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,38,True,433,"[443, 444]",B_Z_C1c,0.42477687489296884,-27.080325038531214,744.809793203434,26,
primary,38,True,431,"[445, 446]",B_Z_C2c,0.5214200767462137,3.4272122793941975,339.27167486524934,58,
primary,38,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,39,False,,[],,,,,,insufficient_new_samples
primary,39,False,,[],,,,,,insufficient_new_samples
primary,39,False,,[],,,,,,insufficient_new_samples
primary,39,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,39,True,444,"[447, 448]",B_Y_C0,0.5848289263250154,-7.185925471746771,284.13653894318225,3995,
primary,39,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,39,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,40,False,,[],,,,,,insufficient_new_samples
primary,40,False,,[],,,,,,insufficient_new_samples
primary,40,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,40,True,448,"[449, 450]",B_Y_C1c,0.4094721463718139,-32.59002730614699,279.0237561321164,3536,
primary,40,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,40,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,40,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,40,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,40,True,447,"[451, 452]",B_Z_C2c,0.5203521953884203,3.256351262147234,260.5549329181867,35,
primary,40,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,40,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,40,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,41,False,,[],,,,,,insufficient_new_samples
primary,41,False,,[],,,,,,insufficient_new_samples
primary,41,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,41,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,41,True,413,"[453, 454]",B_Z_C2c,0.5133160731154652,2.1305716984744407,579.021323537525,118,
primary,41,True,141,"[455, 456]",L8_C0,0.6295190077623914,262.95190077623914,217.44032699392884,1094,
primary,41,True,190,"[457, 458]",L2,0.3815828586751756,139.7381719495597,986.0595184939181,37,
primary,42,False,,[],,,,,,insufficient_new_samples
primary,42,False,,[],,,,,,insufficient_new_samples
primary,42,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,42,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,42,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,42,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,42,True,457,"[459, 460]",B_Z_C2c,0.5502236247090678,8.035779953450856,753.4606531915044,6,
primary,42,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,42,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,42,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,42,True,453,"[461, 462]",B_Y_C1c,0.4058022821936042,-33.91117841030248,186.15051192530797,8691,
primary,42,True,455,"[463, 464]",B_Y_C0,0.5846335712810943,-7.226950030970201,256.8407307280862,1702,
primary,43,False,,[],,,,,,insufficient_new_samples
primary,43,False,,[],,,,,,insufficient_new_samples
primary,43,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1c,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,43,True,464,"[465, 466]",B_Y_C1c,0.4108633033418763,-32.08921079692453,294.90663465655274,2154,
primary,43,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,43,False,,[],B_Z_C1s,,,,,no_interior_feasible_split_seed
primary,43,True,456,"[467, 468]",B_Y_C0,0.5845720959047614,-7.239859860000095,240.62102223669137,1907,
confirmation,0,True,0,"[1, 2]",L3_C0,0.43257413663291494,215.7266891878494,2279.698989237782,2879,
confirmation,1,True,1,"[3, 4]",L15,0.07107668161647622,19.95073542630667,1102.8810986007506,387,
confirmation,1,True,2,"[5, 6]",L15,0.1254264425866506,27.559701962131083,964.9201351192983,821,
confirmation,2,True,5,"[7, 8]",B_CenterX,0.1350439666272057,-63.28153401657361,906.2083095093775,5057,
confirmation,2,True,3,"[9, 10]",L7,0.5642174566463615,256.42174566463615,951.0872622659341,4069,
confirmation,2,True,6,"[11, 12]",B_Z_C1c,0.5631930182416672,22.74948656700019,519.0116813980648,2746,
confirmation,2,True,4,"[13, 14]",Target_Tx_mm,0.7167297726708675,-26.616181863305997,575.7436892138604,248,
confirmation,3,True,11,"[15, 16]",B_Z_C2c,0.4914698415890982,-1.3648253457442934,702.35190895421,2951,
confirmation,3,True,12,"[17, 18]",L2,0.31176970802172316,116.00170072738587,932.69138139187,3379,
confirmation,3,True,8,"[19, 20]",B_CenterX,0.21691007433761975,-28.897768778199705,831.1385629651089,2409,
confirmation,3,True,9,"[21, 22]",B_CenterX,0.13668790317571977,-62.5910806661977,546.859143737129,3539,
confirmation,3,True,10,"[23, 24]",B_CenterX,0.14183237679201563,-60.430401747353436,750.137150284143,3512,
confirmation,3,True,7,"[25, 26]",Target_Tx_mm,0.7308557760300972,-15.315379175922203,560.2396772172417,700,
confirmation,3,True,14,"[27, 28]",L13,0.26574883421419254,32.44889274770571,425.4269384009358,3495,
confirmation,3,True,13,"[29, 30]",L5,0.3307199182083205,179.37278036999692,910.366282366035,1980,
confirmation,4,False,,[],,,,,,insufficient_new_samples
confirmation,4,False,,[],,,,,,insufficient_new_samples
confirmation,4,False,,[],,,,,,insufficient_new_samples
confirmation,4,False,,[],,,,,,insufficient_new_samples
confirmation,4,True,18,"[31, 32]",L2,0.3603630806693639,132.52344742758373,3040.9187672558605,33,
confirmation,4,True,17,"[33, 34]",L3_C0,0.472812135263639,230.21236869491005,2058.090670288601,2444,
confirmation,4,True,16,"[35, 36]",B_Y_C1s,0.5465526213189806,16.758943674833034,1947.120670953492,3361,
confirmation,4,True,15,"[37, 38]",L2,0.3171740864081304,117.83918937876433,4521.048096257383,2610,
confirmation,4,True,20,"[39, 40]",B_CenterX,0.3147681493173732,12.202622713296734,1063.361778723176,263,
confirmation,4,True,22,"[41, 42]",L2,0.3133423566096516,116.53640124728155,1318.4790593112846,3474,
confirmation,4,True,24,"[43, 44]",B_CenterX,0.2304367968786348,-23.216545310973387,759.6933621424089,1514,
confirmation,4,True,19,"[45, 46]",Target_Tx_mm,0.7274831840915273,-18.013452726778155,524.7504762379959,478,
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,False,,[],,,,,,insufficient_new_samples
confirmation,5,True,33,"[47, 48]",B_Y_C1s,0.5573046126480893,20.629660553312135,1277.0476168010634,4588,
confirmation,5,True,37,"[49, 50]",B_CenterX,0.33032655516187354,18.73715316798689,1840.5852956191911,2839,
confirmation,5,True,31,"[51, 52]",B_Y_C0,0.6812693242110841,13.066558084327653,625.9226081407897,7183,
confirmation,5,True,36,"[53, 54]",L3_C0,0.47363441025878683,230.50838769316326,5850.868998835609,2740,
confirmation,6,False,,[],,,,,,insufficient_new_samples
confirmation,6,False,,[],,,,,,insufficient_new_samples
confirmation,6,False,,[],,,,,,insufficient_new_samples
confirmation,6,False,,[],,,,,,insufficient_new_samples
confirmation,6,True,48,"[55, 56]",B_Y_C0,0.6744672773257988,11.63812823841775,1622.2432997883088,3898,
confirmation,6,True,47,"[57, 58]",L5,0.2698692591681668,164.76862220036003,3276.4448572067554,4498,
confirmation,6,True,50,"[59, 60]",B_Y_C0,0.6830848109659678,13.447810302853242,2377.7786000036704,3036,
confirmation,6,True,53,"[61, 62]",L2,0.3191065172461364,118.49621586368639,2359.8096905527314,4031,
confirmation,6,True,54,"[63, 64]",L2,0.31462537952140884,116.972629037279,2379.57220925217,2881,
confirmation,6,True,51,"[65, 66]",L3_C0,0.4727968189360102,230.20685481696367,5765.28415423376,4370,
confirmation,6,True,34,"[67, 68]",L5,0.2862242832687643,168.69382798450343,2452.514944317425,3526,
confirmation,6,True,49,"[69, 70]",B_Y_C0,0.6837869348454647,13.59525631754758,2578.794269047761,3173,
confirmation,7,False,,[],,,,,,insufficient_new_samples
confirmation,7,False,,[],,,,,,insufficient_new_samples
confirmation,7,False,,[],,,,,,insufficient_new_samples
confirmation,7,False,,[],,,,,,insufficient_new_samples
confirmation,7,False,,[],,,,,,insufficient_new_samples
confirmation,7,True,61,"[71, 72]",L5,0.2874636678101657,168.99128027443976,6586.383935160281,4270,
confirmation,7,True,67,"[73, 74]",B_Y_C0,0.6839117953061274,13.621477014286768,2591.527399120839,2278,
confirmation,7,True,56,"[75, 76]",B_CenterX,0.34706192230589183,25.76600736847456,1336.4093735654985,3713,
confirmation,7,True,58,"[77, 78]",B_Y_C0,0.6743563426277852,11.614831951834901,4593.513057095799,3651,
confirmation,7,True,57,"[79, 80]",B_CenterX,0.3416941842281341,23.511557375816324,1762.1008503498606,4051,
confirmation,7,True,59,"[81, 82]",L5,0.2747406167505896,165.9377480201415,3457.6775493610635,3499,
confirmation,7,True,66,"[83, 84]",L5,0.2750925093632688,166.0222022471845,4308.076432235808,3851,
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,True,71,"[85, 86]",B_Y_C0,0.679800273946269,12.758057528716478,3639.8567294524755,4045,
confirmation,8,False,,[],,,,,,insufficient_new_samples
confirmation,8,True,76,"[87, 88]",L61,0.4589759413204805,168.84639119807207,1508.5494771132546,3823,
confirmation,8,True,80,"[89, 90]",B_Y_C0,0.674197155025006,11.581402555251259,1871.164956534772,3790,
confirmation,8,True,79,"[91, 92]",B_Z_C1c,0.5925525331921343,33.31891194916835,3271.545421461108,13,
confirmation,8,True,77,"[93, 94]",L5,0.31490234127169336,175.5765619052064,2442.4177586495616,168,
confirmation,9,False,,[],,,,,,insufficient_new_samples
confirmation,9,False,,[],,,,,,insufficient_new_samples
confirmation,9,False,,[],,,,,,insufficient_new_samples
confirmation,9,False,,[],,,,,,insufficient_new_samples
confirmation,9,True,85,"[95, 96]",L61,0.5435037185151441,181.52555777727162,3182.2040855732816,4360,
confirmation,9,True,86,"[97, 98]",L2,0.29790583244623425,111.28798303171965,10995.345504669924,81,
confirmation,9,True,89,"[99, 100]",B_Y_C0,0.6228954751210496,0.8080497754204146,2722.008945753327,41,
confirmation,9,True,90,"[101, 102]",L61,0.4534785980050439,168.02178970075659,2125.01199159375,3946,
confirmation,9,True,88,"[103, 104]",L61,0.5957587002276756,189.36380503415134,1996.9769031915473,745,
confirmation,9,True,93,"[105, 106]",B_Y_C0,0.6235864183136596,0.9531478458685001,2323.811385487025,47,
confirmation,9,True,84,"[107, 108]",B_Y_C1s,0.557586184002136,20.731026240768955,2157.633919293354,2304,
confirmation,9,True,87,"[109, 110]",B_Y_C2s,0.535298117465213,5.647698794434092,1775.9332741228645,3797,
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,False,,[],,,,,,insufficient_new_samples
confirmation,10,True,96,"[111, 112]",B_Z_C1c,0.5044704851752501,1.6093746630900228,5691.8091873594685,1,
confirmation,10,True,95,"[113, 114]",B_Z_C1c,0.5273147862205916,9.83332303941296,5454.033832258893,1,
confirmation,10,True,98,"[115, 116]",B_Z_C1c,0.5219316822755449,7.89540561919614,5085.597331357378,1,
confirmation,10,True,100,"[117, 118]",L61,0.449334830234911,167.40022453523665,2433.888483416346,5609,
confirmation,10,True,102,"[119, 120]",B_Y_C2s,0.5343237889644831,5.491806234317295,1794.9011008407572,3901,
confirmation,11,False,,[],,,,,,insufficient_new_samples
confirmation,11,False,,[],,,,,,insufficient_new_samples
confirmation,11,False,,[],,,,,,insufficient_new_samples
confirmation,11,False,,[],,,,,,insufficient_new_samples
confirmation,11,False,,[],,,,,,insufficient_new_samples
confirmation,11,True,112,"[121, 122]",B_Y_C0,0.6340412876486574,3.1486704062180593,4240.261339427236,78,
confirmation,11,True,114,"[123, 124]",L2,0.29635876325677096,110.76197950730213,8283.773448056125,4182,
confirmation,11,True,117,"[125, 126]",B_Z_C1s,0.4060329092895971,-33.82815265574504,1584.8405631444266,4674,
confirmation,11,True,116,"[127, 128]",L61,0.5470163072357637,182.05244608536455,2937.9696245164328,7116,
confirmation,11,True,118,"[129, 130]",B_Y_C1s,0.5186623794324081,6.718456595666908,3005.0592896378575,15,
confirmation,11,True,119,"[131, 132]",B_Y_C1s,0.5218485135123031,7.8654648644291285,2822.3409048582394,8,
confirmation,11,True,120,"[133, 134]",B_Y_C1s,0.5229719567539457,8.269904431420457,2826.1554008958074,2,
