sample,phase,wrist_x_mm,wrist_y_mm,wrist_z_mm,tip_x_mm,tip_y_mm,tip_z_mm,wrist_tip_length_mm
17,0.0472222222222222,-186.0460238063177,107.92131620002986,74.66454242482756,-353.6708318144785,-292.4906936540628,-107.68618735057572,470.8286764257132
18,0.05,-184.7252252184309,108.56122092987748,77.77232141085472,-354.05844610906644,-294.6483011565703,-97.0784688391444,470.98243836625966
19,0.0527777777777777,-183.3863662767704,109.1749897774048,80.84964351999366,-354.4307560643056,-296.6940175444764,-86.44507414787613,471.14048535634447
20,0.0555555555555555,-182.0305389019776,109.76235613018603,83.89532367373407,-354.7866125143043,-298.62643762877553,-75.7901014578854,471.3019232268349
21,0.0583333333333333,-180.65886259805563,110.32307299428868,86.90820803755358,-355.1249284374517,-300.44422899039,-65.11763985817655,471.465844932233
22,0.0611111111111111,-179.2724832505899,110.85691315245047,89.88717464784361,-355.44468047983884,-302.1461332922255,-54.43176707241655,471.6313352486457
23,0.0638888888888888,-177.87257189067097,111.36366930202834,92.8311340024688,-355.7449103882245,-303.7309675209436,-43.73654720950592,471.7974754843425
24,0.0666666666666666,-176.46032342597965,111.84315417259224,95.73902961447624,-356.0247263507473,-305.19762515702826,-33.03602853986218,471.96334817890124
25,0.0694444444444444,-175.03695534053062,112.29520062306236,98.60983852851628,-356.28330424369284,-306.5450772718025,-22.33424129929352,472.12804176745317
26,0.0722222222222222,-173.6037063646116,112.71966171831122,101.44257179957972,-356.5198887827533,-307.7723735501343,-11.635195522304564,472.2906551871726
27,0.075,-172.1618351164928,113.11641078517582,104.23627493370292,-356.7337945773283,-308.8786432376593,-0.9428789066386852,472.45030240388047
28,0.0777777777777777,-170.71261871751418,113.48534144784934,106.99002829033572,-356.92440708654294,-309.8630960114257,9.738745289178963,472.6061168374493
29,0.0805555555555555,-169.25735138219358,113.82636764264512,109.70294744611412,-357.0911834757816,-310.7250227729629,20.40574031357607,472.7572556655896
30,0.0833333333333333,-167.7973429850287,114.13942361215057,112.37418351982504,-357.23365337266097,-311.463796362857,31.05419795326696,472.90290398655753
31,0.0861111111111111,-166.33391760569498,114.42446387881073,115.0029234583962,-357.3514195214924,-312.0788721960082,41.68024052655358,473.0422788223323
32,0.0888888888888888,-164.86841205436926,114.68146319800772,117.5883902837908,-357.4441583354111,-312.56978881683614,52.28002283700664,473.17463294487374
33,0.0916666666666666,-163.4021743789337,114.91041649072272,120.12984330073266,-357.51162034547906,-312.93616837378966,62.84973408599287,473.2992585091573
34,0.0944444444444444,-161.93656235583694,115.1113387558936,122.62657826523396,-357.5536305461984,-313.1777170126087,73.38559974256128,473.41549047780234
35,0.0972222222222222,-160.47294196641087,115.28426496260305,125.0779275139435,-357.570088637,-313.29422518788056,83.88388336925522,473.52270982324643
36,0.1,-159.01268586045958,115.42924992225596,127.48326005438022,-357.5609691594064,-313.28556789252497,94.340888402471,473.62034649456615
37,0.1027777777777777,-157.55717180895348,115.54636814092768,129.84198161616203,-357.5263215296956,-313.15170480493543,104.75295988603688,473.7078821371963
38,0.1055555555555555,-156.1077811476752,115.6357136520879,132.15353466338632,-357.466269967027,-312.89268035360044,115.11648615674626,473.7848525549599
39,0.1083333333333333,-154.665897213677,115.69739982992668,134.41739836836356,-357.3810133171197,-312.5086236991203,125.4279004806323,473.85084990497216
40,0.1111111111111111,-153.2329037764176,115.73155918353292,136.63308854695154,-357.2708247717049,-311.9997486336296,135.68368263883443,473.90552461713054
41,0.1138888888888888,-151.81018346545443,115.73834313219574,138.80015755578097,-357.1360514841084,-311.36635339773346,145.88036046196308,473.9485870310506
42,0.1166666666666666,-150.3991161965729,115.71792176212256,140.9181941517097,-356.97711408144386,-310.6088204151532,156.0145113119343,473.97980874443715
43,0.1194444444444444,-149.0010775982356,115.6704835648876,142.98682331388528,-356.7945060740339,-309.72761594537786,166.08276351030486,473.9990236680124
44,0.1222222222222222,-147.6174374402366,115.59623515794628,145.00570602883923,-356.5887931628004,-308.7232896547076,176.0817977122029,474.0061287832422
45,0.125,-146.24955806644255,115.49540098757149,146.97453903908,-356.3606124454967,-307.5964741061683,186.0083482250137,474.0010846002132
46,0.1277777777777777,-144.89879283350032,115.36822301458665,148.89305455569277,-356.11067152278,-306.3478841688722,195.8592042710428,473.9839153141277
47,0.1305555555555555,-143.56648455738193,115.21496038329192,150.76101993549725,-355.8397475052495,-304.97831634748746,205.6312111934476,473.9547086599815
48,0.1333333333333333,-142.25396396963131,115.03588907399708,152.57823732335297,-355.5486859226993,-303.4886480325737,215.3212716047892,473.9136154660967
49,0.1361111111111111,-140.9625481851657,114.83130153959463,154.3445432602449,-355.2383995369597,-301.8798366726288,224.92634647763,473.8608489082851
50,0.1388888888888889,-139.69353918347036,114.601506326624,156.05980825781853,-354.9098670598198,-300.1529188687833,234.4434561766623,473.79668346751686
51,0.1416666666666666,-138.4482223050119,114.3468276812952,157.72393634007344,-354.5641317776467,-298.3090093931648,243.86968143192527,473.72145359508227
52,0.1444444444444444,-137.2278647646764,114.067605140958,159.33686455296157,-354.202300084431,-296.34930013204297,253.20216425273452,473.63555209034087
53,0.1472222222222222,-136.03371418401926,113.76419311151788,160.89856244267173,-353.8255399251078,-294.2750589549515,262.43810878201424,473.5394281972726
54,0.15,-134.86699714409184,113.43696043131656,162.40903150342027,-353.4350791511111,-292.0876285110663,271.57478209079284,473.43358542716436
55,0.1527777777777778,-133.72891776058628,113.08628992200993,163.8683045955975,-353.0322037902332,-289.7884249542026,280.6095149126889,473.3185791158953
56,0.1555555555555555,-132.62065628301258,112.71257792699016,165.27644533515783,-352.61825623297017,-287.3789365978745,289.5397023182835,473.1950137254152
57,0.1583333333333333,-131.5433677195951,112.3162338379132,166.63354745517017,-352.194633337635,-284.86072250194024,298.3628043293424,473.06353990014316
58,0.1611111111111111,-130.49818048954396,111.89767960990532,167.9397341404772,-351.7627844566288,-282.2354109924322,307.0763464729192,472.924851290149
59,0.1638888888888889,-129.4861951043262,111.45734926603542,169.1951573364427,-351.3242093863566,-279.50469811624816,315.6779202754379,472.77968115411124
60,0.1666666666666666,-128.50848287952542,110.99568839165114,170.39999703279366,-350.8804562433709,-276.6703460324528,324.16518369692284,472.62879875616534
61,0.1694444444444444,-127.56608467884348,110.51315361918724,171.55446052359122,-350.4331192694237,-273.73418134200944,332.535861505605,472.47300557186634
62,0.1722222222222222,-126.66000969176012,110.0102121040665,172.65878164439076,-349.98383656819203,-270.69809335783293,340.78774559320595,472.3131313195807
63,0.175,-125.79123424632476,109.4873409923208,173.71321998767633,-349.5342877765348,-267.56403231711874,348.91869523126354,472.1500298346788
64,0.1777777777777777,-124.96070065851453,108.94502688057072,174.71806009767735,-349.086191673218,-264.3340075379715,356.9266372689269,471.98457480493187
65,0.1805555555555555,-124.1693161195492,108.38376526900824,175.67361064569687,-348.64130372812707,-261.0100855224152,364.8095662727154,471.817655386493
66,0.1833333333333333,-123.4179516225064,107.80406000803563,176.58020358710303,-348.2014135950621,-257.59438800792884,372.565544608798,471.6501717207712
67,0.1861111111111111,-122.70744092953656,107.20642273921894,177.4381933011516,-347.7683425512811,-254.08908996970865,380.1927024684107,471.4830303733694
68,0.1888888888888889,-122.03857958092657,106.59137233122084,178.24795571482736,-347.34394088702714,-250.4964175759104,387.6892378370938,471.31713971703897
69,0.1916666666666666,-121.4121239472118,105.95943431138188,179.00988741190687,-346.9300852483404,-246.81864609818052,395.05341640848985,471.1534052813058
70,0.1944444444444444,-120.82879032548522,105.31114029362288,179.7244047284601,-346.5286759365126,-243.05809777983083,402.2835714435008,470.99272509201546
71,0.1972222222222222,-120.28925408099892,104.6470274033457,180.39194283602063,-346.1416341676033,-239.21713966405923,409.37810357566366,470.8359850245368
72,0.2,-119.79414883509936,103.96763770000967,181.0129548136675,-345.7708992954835,-235.29818138466263,416.3354805636605,470.68405419472674
73,0.2027777777777777,-119.34406570048311,103.27351759806476,181.5879107102687,-345.4184260019249,-231.30367292172804,423.1542369919304,470.53778041199
74,0.2055555555555555,-118.93955256470174,102.56521728692164,182.117296598148,-345.08618145729315,-227.2361023248249,429.8329739204116,470.39798571885984
75,0.2083333333333333,-118.5811134227882,101.8432901506395,182.60161361944049,-344.7761424554449,-223.09799340625813,436.37035848448784,470.26546204146234
76,0.2111111111111111,-118.26920775981768,101.10829218801098,183.0413770264097,-344.4902925264609,-218.8919034069706,442.7651234462695,470.1409669750031
