phase,evaluation,round,region_id,score,tip_rmse_mm,wrist_rmse_mm,combined_rmse_mm,stage
primary,34985,1,1,184.64672864416957,186.65739969088665,106.2702592374037,151.87882152846132,cmaes
primary,35579,1,1,184.13130914597784,186.1363676423425,104.05895113321236,150.78960950614197,cmaes
primary,35636,1,1,183.2770133145216,185.27276913920474,105.31836458461659,150.69498482578524,cmaes
primary,36181,1,1,180.89152049773745,182.86130000876435,106.47621395543716,149.6252638747537,cmaes
primary,43290,1,2,177.48442401402244,179.4171026768324,107.03667633240227,147.7283771203699,cmaes_backtrack
primary,43761,1,2,174.12026764987326,176.0163130517113,107.35917025579768,145.7870602939976,split_probe
primary,43896,1,2,173.2475615170271,175.1341037721455,107.90440554777842,145.45672043720094,split_probe
primary,43928,1,2,172.84817354872644,174.7303667540125,102.04662792483968,143.08077323110606,split_probe
primary,44006,1,2,169.9071634965277,171.75733120207423,107.03667633240227,143.10386246000917,split_probe
primary,44529,2,3,166.73370205482388,168.54931303095609,108.77032735008656,141.84473031285336,cmaes_backtrack
primary,44634,2,3,163.17448301462733,164.95133663650938,107.09447630558806,139.06503930416733,cmaes_backtrack
primary,45205,2,3,161.06788489448277,162.82179916679803,110.51478063731878,139.14822137423783,cmaes_backtrack
primary,45742,2,3,153.94980488697982,155.62620834679745,113.06321494063401,136.01986490419847,cmaes_backtrack
primary,71838,2,3,152.5435407144661,154.20463095874385,113.12302333272365,135.232922428413,split_probe
primary,71882,2,3,152.44376635707167,154.1037701290255,113.27645552475077,135.23965273585696,split_probe
primary,71884,2,3,152.44304376999025,154.1030396723862,113.54515838847419,135.35185597126608,split_probe
primary,71908,2,3,152.07299628071888,153.7289626310281,113.06321494063401,134.9368084036451,split_probe
primary,71925,2,3,151.95291834296066,153.60757712990352,113.06321494063401,134.8676727841614,split_probe
primary,71927,2,3,149.87804537942068,151.51011027110633,113.06321494063401,133.67610872380075,split_probe
primary,72125,2,3,148.50351449336463,150.12061159562467,115.8463559366663,134.08313877898513,split_probe
primary,73069,3,7,148.31684344214227,149.93190775917643,116.4165848959524,134.22443556063604,cmaes_backtrack
primary,73107,3,7,148.18538903862725,149.79902190116977,116.39585492477973,134.14123528247663,cmaes_backtrack
primary,73122,3,7,147.2273259907669,148.71422092850588,141.9707492162073,145.38158951425672,cmaes_backtrack
primary,73221,3,7,147.00067975763758,148.60141205245392,114.81178646347244,132.7857785587696,cmaes_backtrack
primary,73271,3,7,144.59475966601707,146.16929286107862,115.04275870042935,131.53003175114227,cmaes_backtrack
primary,73964,3,7,135.36310672327158,136.83221594034006,124.43618635556508,130.7811526823739,cmaes_backtrack
primary,96258,3,12,133.50242622385636,134.956154799535,112.4125806543982,124.19692429295026,cmaes
primary,97094,3,12,132.24348011528156,133.6835018931264,111.132919203711,122.9264097115589,cmaes
primary,105773,3,8,131.27090218676784,132.69972935224246,116.89489226836862,125.04725908349992,cmaes_backtrack
primary,107855,3,8,130.97917630307546,132.40119086807698,120.20362430451108,126.44956828559162,cmaes
primary,126900,3,8,130.9682825269855,132.39032003410273,120.13031840070914,126.40903891294303,sqp_sensitivity_probe
primary,126902,3,8,130.96573421587485,132.38739080889167,120.28256033933634,126.47987106052153,sqp_sensitivity_probe
primary,126906,3,8,130.96389550619867,132.3855953602382,120.25411234146469,126.4654051389516,sqp_sensitivity_probe
primary,126914,3,8,130.93203704324998,132.35344059299518,120.20362430451105,126.42457145021997,sqp_sensitivity_probe
primary,126946,3,8,130.71986715882775,132.13855828979968,120.17747075550392,126.2996893584794,sqp_sensitivity_probe
primary,126956,3,8,130.7095079348526,132.12848823159388,120.00254517260973,126.21122820547836,sqp_sensitivity_probe
primary,127051,3,8,129.59396814304722,130.99265206277363,120.96846166407042,126.08021972500393,slsqp
primary,127052,3,8,129.3348425152025,130.73044341668628,120.7692597833014,125.84844644358934,slsqp
primary,127104,3,8,128.28412198851373,129.64574616892327,121.71242593297809,125.74166796688272,slsqp
primary,127105,3,8,128.03974514718013,129.39813147080844,121.51465982785543,125.51830340873805,slsqp
primary,127157,3,8,127.32132409850175,128.64360829226365,121.9327386111898,125.33309758335605,slsqp
primary,127158,3,8,127.07212849331462,128.39041167099953,121.73494726870506,125.10694464250001,slsqp
primary,127210,3,8,126.26168208425733,127.46747574504019,122.72964826164132,125.12098931681808,slsqp
primary,127211,3,8,126.02657029613138,127.22711809144653,122.53344362167515,124.90233061004331,slsqp
primary,127263,3,8,125.53577452373192,126.7365359582279,122.0032661741386,124.39241637625845,slsqp
primary,127264,3,8,125.3065394832075,126.50273767363767,121.80636991769074,124.17675787249904,slsqp
primary,127316,3,8,124.64627161948921,125.64727392417392,122.51441643124973,124.09073228502214,slsqp
primary,127317,3,8,124.4269278215168,125.42215686305934,122.31839264001295,123.87999558084071,slsqp
primary,127371,3,8,124.36894086788783,125.35922634273138,122.2829631461784,123.83064787252341,slsqp
primary,127425,3,8,124.29463385047465,125.27662642913765,122.24632979676561,123.77075235742348,slsqp
primary,127477,3,8,123.82156410722837,124.71406243923958,122.13843723379061,123.43296808391823,slsqp
primary,127538,3,8,123.65551843811497,124.55856580955042,121.93027577000174,123.25142690022047,slsqp
primary,127723,3,8,122.09503033918378,122.87968491825579,120.75399961457039,121.82147878868791,slsqp
primary,127783,3,8,120.86268158640287,121.93592631903898,118.19078710405775,120.07795860098308,slsqp
primary,127895,3,8,120.75204863495028,121.8138054508057,118.15592367409621,119.99880311420941,split_probe
primary,127906,3,8,120.68597332127116,121.58120488925461,118.94803991481118,120.2718287503321,split_probe
primary,127961,3,8,120.68103767561227,121.72638625945812,118.19078710405783,119.97161178392061,split_probe
primary,127963,3,8,120.40167912988235,121.39805208150659,118.19078710405783,119.80515265517779,split_probe
primary,127968,3,8,120.32988514873747,121.31232388536054,118.19078710405783,119.76172611219191,split_probe
primary,127970,3,8,120.04193875033914,120.96201310747978,118.19078710405783,119.58442785599391,split_probe
primary,128087,3,8,119.97613407143538,120.48876194845802,119.27242795070923,119.88213758756828,split_probe
primary,128118,3,8,119.68374722937617,120.3952096730928,118.53252586364509,119.4674980901577,split_probe
primary,128179,3,8,119.49408124758996,118.1854411625786,120.26074546256882,119.22760880351096,split_probe
primary,130381,4,16,119.32972123073013,119.16489513910835,119.48134502588971,119.32322498723873,cmaes_backtrack
primary,130481,4,16,118.9431991757801,119.32562961230003,118.46307669490585,118.89513535547819,cmaes_backtrack
primary,131153,4,16,118.26758220714713,117.71272012299266,118.69528322534593,118.20502260627313,cmaes_backtrack
primary,132458,4,16,118.2165604760761,116.37816386701503,119.12620044296024,117.76019840556091,cmaes_backtrack
primary,133303,4,16,117.27941993520672,114.93999479733507,118.28238607746668,116.6231650663587,cmaes_backtrack
primary,217008,4,16,117.2619292758256,114.79389189082114,118.28509541767703,116.55256628107873,sqp_sensitivity_probe
primary,217010,4,16,117.19590874960993,114.99228218905098,118.17514721801135,116.59457616682901,sqp_sensitivity_probe
primary,217063,4,16,117.17682529659494,115.06012627948918,118.139962996052,116.61021292356972,sqp_sensitivity_probe
primary,217064,4,16,117.08471349422312,115.27789053691498,117.98241766135203,116.6379932180305,sqp_sensitivity_probe
primary,217070,4,16,117.02234375006132,115.47030947423272,117.85530903643806,116.66890382220404,sqp_sensitivity_probe
primary,217159,4,16,117.00010982740125,115.20861673793152,117.89389616486568,116.55898962242193,split_probe
primary,217172,4,16,116.33921144974757,115.26997260077644,117.01178737963764,116.14414528757202,split_probe
primary,217174,4,16,115.46589002055866,116.05076455871972,114.60153910945465,115.32842824065379,split_probe
primary,220171,5,32,115.41723979934558,115.83949697073888,114.86750911915692,115.35452680686923,cmaes_backtrack
primary,220233,5,32,114.87954294612192,114.33033390515826,115.30103125364346,114.81670840739741,cmaes_backtrack
primary,220481,5,32,113.79408470654738,114.63304473681671,112.17570541657733,113.41103083770062,cmaes_backtrack
primary,220498,5,32,113.29150735819914,113.80276810998654,112.57431644491851,113.19020883569395,cmaes_backtrack
primary,224412,5,32,112.80149107287582,113.6051744482494,111.3026709474225,112.45981553747852,cmaes
primary,225090,5,32,112.62227717948467,113.31399222567289,111.4782121171553,112.39985011323931,cmaes
primary,225449,5,32,111.8354774699241,111.24392741970134,112.27836565925277,111.7623433515794,cmaes
primary,226107,5,32,110.52523119624412,111.59141110274277,107.31289745759963,109.47305831264293,cmaes
primary,236664,5,31,110.45329501266748,110.97985546284627,109.69700971203183,110.3402969415885,cmaes_backtrack
primary,236757,5,31,108.34606410581542,105.58889376555976,109.35319864176735,107.48752611308089,cmaes_backtrack
primary,303594,5,31,108.31680665808688,105.53437740435423,109.32650633430204,107.44717260446842,sqp_sensitivity_probe
primary,303595,5,31,108.27671553408386,105.60520688777743,109.27371211228667,107.45511593360546,sqp_sensitivity_probe
primary,303648,5,31,108.21030167664624,105.66301624985891,109.19182863140365,107.44191091675486,sqp_sensitivity_probe
primary,303649,5,31,108.1532966749071,105.88005599426644,109.096517872788,107.50031737003512,sqp_sensitivity_probe
primary,303655,5,31,107.99050244908292,106.01079481182774,108.88355953512452,107.45677771475016,sqp_sensitivity_probe
primary,303746,5,31,107.60871454093673,106.00978788495453,108.41913042708242,107.22122683959964,slsqp
primary,303747,5,31,107.374043197482,106.49360082359641,107.95155735845758,107.22505712866712,slsqp
primary,303801,5,31,107.32344309831926,106.46937865245867,107.88954041357398,107.18181170630778,slsqp
primary,303862,5,31,107.32304692018775,106.46925606425971,107.88902477094896,107.18149129607998,slsqp
primary,303976,5,31,107.21750166299714,105.89152937508035,107.95319972749292,106.9273335606885,slsqp
primary,304219,5,31,107.07494997663525,105.9386941505117,107.74960834674947,106.84798785469376,slsqp
primary,304220,5,31,106.90653316839361,106.42026428187336,107.28402484945606,106.85301735964802,slsqp
primary,304277,5,31,106.84652126639105,105.91161152661904,107.44555438586953,106.68134001186034,slsqp
primary,304338,5,31,106.8191436058821,105.90935568132974,107.4078613361313,106.6612401428842,slsqp
primary,304399,5,31,106.79201872783028,105.90734517167013,107.37021074950694,106.64128637095676,slsqp
primary,305366,5,31,106.58434074642913,106.35592700080427,106.78555078435014,106.57095538775428,split_probe
primary,305429,5,31,106.51080986946381,104.66916184814886,107.37021074950687,106.02828773112273,split_probe
primary,305629,5,31,106.50162804416982,105.6315974673953,107.07306462262774,106.35477316791017,split_probe
primary,305631,5,31,105.97947366267636,105.15721682376972,106.52923636985811,105.84544971718533,split_probe
primary,306401,6,57,105.75709058493383,106.30588040932817,104.93615011244137,105.62323563028924,cmaes_backtrack
primary,309608,6,57,105.64949287409281,105.47217661523737,105.80983976258251,105.64114309902939,cmaes_backtrack
primary,309738,6,57,105.21395710864226,104.25364325307086,105.8196136310113,105.0395467444407,cmaes
primary,310752,6,57,104.42388897008742,105.32850257140169,102.26855528549163,103.80980409892754,cmaes
primary,311899,6,57,104.40815254045782,103.25678941737358,105.080668894341,104.17272084395692,cmaes
primary,382031,6,57,104.39940639375138,103.20198378425881,105.0869013329893,104.14870687813614,sqp_sensitivity_probe
primary,382033,6,57,104.37531516686315,103.307788787665,105.01895686803444,104.16688659513368,sqp_sensitivity_probe
primary,382036,6,57,104.37090891365341,103.27079828413278,105.02596067601336,104.1520767775697,sqp_sensitivity_probe
primary,382086,6,57,104.31532642768573,103.31917983753914,104.93270877197315,104.12906965042347,sqp_sensitivity_probe
primary,382087,6,57,104.24060260955349,103.42221429504681,104.7855795097507,104.1061287410229,sqp_sensitivity_probe
primary,382184,6,57,103.92814108542203,102.88775016851926,104.56093512002012,103.72771637299428,slsqp
primary,382185,6,57,103.78370204045333,103.37992969933714,104.10772132353837,103.74446371691218,slsqp
primary,382186,6,57,103.77816842371047,103.07959606226717,104.26710307264754,103.67504981315966,slsqp
primary,382247,6,57,103.77416955778145,103.07758187975801,104.26213312827214,103.67154935332007,slsqp
primary,382309,6,57,103.64631672580816,103.55713403341805,103.73091249334557,103.64405968485947,split_probe
primary,382365,6,57,103.59159034544642,102.43928921063343,104.26213312827215,103.3547298831489,split_probe
primary,384853,7,61,103.47586355332565,102.93051952554164,103.88453547026268,103.40862768567759,cmaes_backtrack
primary,384898,7,61,103.25208472970871,102.25350168313082,103.8678920200326,103.06385787255198,cmaes_backtrack
primary,384935,7,61,103.15507400018326,101.4213659936296,103.97718338512635,102.70722502511194,cmaes_backtrack
primary,387875,7,61,103.11929152951363,103.47691794713532,102.66099604932461,103.0697643775264,cmaes_backtrack
primary,388701,7,61,103.02521473832101,103.33131015197215,102.64830371439291,102.99037312575702,cmaes_backtrack
primary,389807,7,61,102.7275936094328,103.16719877117438,102.12377508424929,102.64681276042948,cmaes_backtrack
primary,390879,7,61,102.70971019581374,102.39160188514907,102.97576169578612,102.68409719482904,cmaes
primary,391141,7,61,101.80672755696989,102.1553364484116,101.3615916257924,101.75923796344507,cmaes_backtrack
primary,468752,7,61,101.76606494316255,102.10739258027495,101.33271373616046,101.72079062973565,sqp_sensitivity_probe
primary,468797,7,61,101.71575195146949,102.02211010544711,101.33730376611331,101.68028345002166,sqp_sensitivity_probe
primary,468816,7,61,101.71244540045511,101.96347415475135,101.4150620354082,101.68963779400617,sqp_sensitivity_probe
primary,468908,7,61,101.60824871908494,102.20039639240319,100.66215564972185,101.43419197394232,split_probe
primary,468921,7,61,101.59407680757786,101.73044980366164,101.44509639592779,101.58787329212676,split_probe
primary,468923,7,61,101.50625442831878,101.18932270775545,101.77096860095062,101.48056237533854,split_probe
primary,469083,7,61,101.33229827572849,101.04641554907785,101.57495120595276,101.31102804682372,split_probe
primary,469199,7,61,101.28487773865578,100.67201011464185,101.72747163388438,101.20111685536207,split_probe
primary,471858,8,76,101.07276207867916,100.38596480905798,101.55206897722826,100.97070031499521,cmaes_backtrack
primary,471984,8,76,100.90910440839181,101.13069192882682,100.65185992592639,100.89155999525329,cmaes_backtrack
primary,474139,8,76,100.54930267608526,98.78938437506821,101.36485565925231,100.08540460033628,cmaes_backtrack
primary,476021,8,76,100.33559522724217,99.24186097869438,100.97763600857895,100.11351043789135,cmaes_backtrack
primary,479435,8,76,100.31342170705295,99.91909149031349,100.62921015118019,100.27477943107137,cmaes_backtrack
primary,489573,8,75,100.3031127972977,99.92883074558321,100.60592878490446,100.26795131260211,cmaes
primary,556097,8,75,100.29710855872185,99.98932800036557,100.55491216313544,100.27251885262626,sqp_sensitivity_probe
primary,556100,8,75,100.28767965294905,99.95502416965347,100.5626852432485,100.25931507867156,sqp_sensitivity_probe
primary,556143,8,75,100.27725684005352,99.93364744283959,100.55969127549871,100.24715806608526,sqp_sensitivity_probe
primary,556151,8,75,100.2540916346678,100.19741210356743,100.30882160675719,100.2531323310857,sqp_sensitivity_probe
primary,556153,8,75,100.23380568157341,100.01129634915625,100.4289784157012,100.22035497607293,sqp_sensitivity_probe
primary,556248,8,75,100.06226656584951,99.24235275471432,100.60021050388464,99.92358814043122,slsqp
primary,556249,8,75,99.95575971414029,99.51308850622709,100.3014638478341,99.9080538146614,slsqp
primary,556301,8,75,99.71696077759853,99.12890730129118,100.14469929263171,99.63809778182141,slsqp
primary,556302,8,75,99.6462966160219,99.41599108947639,99.84728883394531,99.63187334330352,slsqp
primary,556303,8,75,99.63848395667645,99.22121485381737,99.96831379721019,99.59546485790624,slsqp
primary,556354,8,75,98.70337320713604,98.5623827346813,98.8327164194327,98.69764213288433,slsqp
primary,556355,8,75,98.69281339478498,98.83968081539768,98.53073822659728,98.68533041736228,slsqp
primary,556356,8,75,98.66476415365085,98.67121058906304,98.6582910736067,98.66475104280082,slsqp
primary,556366,8,75,98.64728147004219,98.43689686628785,98.8327164194327,98.63500519467772,slsqp
primary,556375,8,75,98.59966597572077,98.3109552609363,98.84331723074993,98.57749562018829,slsqp
primary,556407,8,75,98.49421663170665,98.43580423964748,98.55052496190565,98.49318130351305,slsqp
primary,556409,8,75,98.46456595414969,98.54825823680872,98.37613720581496,98.46223533174043,slsqp
primary,556419,8,75,98.43382647519324,98.30770287788937,98.55052496190565,98.42918879934591,slsqp
primary,556428,8,75,98.37653346843236,98.16777418291991,98.56064518121867,98.36440582488882,slsqp
primary,556460,8,75,98.09518586912377,97.906132095005,98.26374968179985,98.08510387243311,slsqp
primary,556461,8,75,98.0851073213737,98.20089809483277,97.96000774226665,98.08052687332146,slsqp
primary,556462,8,75,98.05762174552203,98.02495532094197,98.08961665157331,98.0572913161619,slsqp
primary,556472,8,75,98.0459970253106,97.79273833410186,98.26374968179985,98.0285269001058,slsqp
primary,556481,8,75,98.01165751028665,97.69367432401748,98.27554106468409,97.98503960932914,slsqp
primary,556513,8,75,97.72888634631107,98.01952211648374,97.37093215687275,97.69576537660718,slsqp
primary,556515,8,75,97.72215521686023,98.1138049105702,97.19688603877319,97.65642162618823,slsqp
primary,556517,8,75,97.6662752105827,97.94258628818858,97.32978700618172,97.63666741416353,slsqp
primary,556519,8,75,97.66231422802119,97.7891783742457,97.52413459671452,97.65674640276558,slsqp
primary,556525,8,75,97.63829112771263,97.86623941999426,97.37093215687275,97.61889993057174,slsqp
primary,556534,8,75,97.56735425863218,97.73459451683038,97.37984169264033,97.55737935556935,slsqp
primary,556566,8,75,97.33987373342718,97.50612400735443,97.15355257538637,97.32999793731618,slsqp
primary,556568,8,75,97.32027430628145,97.59911459985274,96.97975390522923,97.2899271204219,slsqp
primary,556570,8,75,97.26721156081038,97.40855574895717,97.11161085034387,97.26019662494602,slsqp
primary,556587,8,75,97.23722563110746,97.3081177895713,97.16291987338388,97.23554593375486,slsqp
primary,556619,8,75,97.06322400729381,97.1831064979826,96.93321995458531,97.05824364617939,slsqp
primary,556621,8,75,97.04473342741787,97.28569123460608,96.75895966027483,97.0226828982115,slsqp
primary,556623,8,75,97.00234644803447,97.10537170817268,96.8919299348159,96.9987095302707,slsqp
primary,556631,8,75,96.99962666399281,97.06328724590351,96.93321995458531,96.99827540153689,slsqp
primary,556640,8,75,96.96484697652573,96.98776051583167,96.94158715246698,96.96467658254645,slsqp
primary,556672,8,75,96.79358530520729,96.84350244452757,96.74199175505046,96.79276040711274,slsqp
primary,556674,8,75,96.77529855361742,96.95834081434475,96.56745492174423,96.76309524693218,slsqp
primary,556676,8,75,96.73771565377155,96.77383256344348,96.70072873263156,96.73728755355762,slsqp
primary,556684,8,75,96.73199849772386,96.72193977346662,96.74199175505046,96.73196628384113,slsqp
primary,556693,8,75,96.71126792597605,96.66978103235665,96.75166305167261,96.71073070789033,slsqp
primary,556725,8,75,96.52472746142494,96.53511372860125,96.51427030558476,96.52469257970589,slsqp
primary,556727,8,75,96.50422268069347,96.65277881066123,96.33969614790573,96.49636445403891,slsqp
primary,556729,8,75,96.47070957642998,96.46823151353992,96.47318363556431,96.47070760632796,slsqp
primary,556790,8,75,96.46901841975456,96.46543214177476,96.47259631810434,96.46901429644461,slsqp
primary,556851,8,75,96.46732877844937,96.46263396154362,96.47200924480863,96.46732171706952,slsqp
primary,556912,8,75,96.46564065136405,96.45983697259375,96.47142241560316,96.46562986802374,slsqp
primary,556973,8,75,96.4639540373404,96.45704117465127,96.47083583041965,96.46393874912052,slsqp
primary,557034,8,75,96.46226893522773,96.45424656746405,96.47024948918367,96.46224836018104,slsqp
primary,557100,8,75,96.42042137964683,96.25712088229457,96.56796501644973,96.41266822354551,split_probe
primary,557183,8,75,96.41817815306318,96.36427256233996,96.47024948918371,96.41727558631362,split_probe
primary,557203,8,75,96.40602489357333,96.33898624174802,96.47024948918371,96.4046402062501,split_probe
primary,557357,8,75,96.39704538826555,96.44278280590457,96.3498985655379,96.39635187323307,split_probe
primary,557369,8,75,96.33789255097616,96.33741783624087,96.33836711838727,96.33789247848331,split_probe
primary,557376,8,75,96.30323869253732,96.10480544229777,96.47884629619607,96.29200748698443,split_probe
primary,557378,8,75,96.10606622744966,95.36934925292768,96.6006456937276,95.98697183829687,split_probe
primary,559440,9,91,96.105906905423,96.06009092061667,96.15038689356042,96.10524951182036,cmaes_backtrack
primary,559508,9,91,96.06743296765633,95.55469744503107,96.45043285760562,96.00360983377375,cmaes_backtrack
primary,560145,9,91,95.9201477388554,95.83358727500962,96.00205057028442,95.91785590727184,cmaes_backtrack
primary,560830,9,91,95.48872193139152,95.58014955714378,95.3914231988786,95.48583300488488,cmaes_backtrack
primary,631443,9,91,95.48735714390243,95.6233753082795,95.33791774965994,95.48075320762034,sqp_sensitivity_probe
primary,631451,9,91,95.48710585239618,95.57967242779168,95.38851599869292,95.48414204944416,sqp_sensitivity_probe
primary,631460,9,91,95.47298077409579,95.5503723215747,95.3914231988785,95.47093083944213,sqp_sensitivity_probe
primary,631464,9,91,95.47233550993886,95.54914578396809,95.3914231988785,95.47031706230351,sqp_sensitivity_probe
primary,631468,9,91,95.4662331803145,95.53752297445303,95.3914231988785,95.46450103572971,sqp_sensitivity_probe
primary,631506,9,91,95.43146172636025,95.3983973341094,95.46381978533438,95.43111416598732,sqp_sensitivity_probe
primary,631659,9,91,95.34590641815181,95.29897814019975,95.3914231988785,95.34521187367986,split_probe
primary,631661,9,91,95.33727035418285,95.28110749734698,95.3914231988785,95.33628130420372,split_probe
primary,631666,9,91,95.3093705265673,95.22261097607934,95.3914231988785,95.30705446347946,split_probe
primary,631716,9,91,95.26354648695049,95.12384768362402,95.3914231988785,95.25772939254021,split_probe
primary,634790,10,98,95.02963569125339,95.13127807578356,94.92064603140639,95.0260204137572,cmaes_backtrack
primary,642054,10,98,94.9584427730141,95.14498560626214,94.74550633413926,94.94545606959886,cmaes
primary,719276,10,98,94.93158771109242,95.1007477357521,94.74100635115639,94.92104746664201,sqp_sensitivity_probe
primary,719302,10,98,94.92777247315973,95.0903502533834,94.74550633413922,94.91808489909482,sqp_sensitivity_probe
primary,719329,10,98,94.91076328232356,94.90423932593747,94.91725910861177,94.91074944053008,sqp_sensitivity_probe
primary,719340,10,98,94.90634541406284,94.99482281434382,94.81234540115433,94.9036279654165,sqp_sensitivity_probe
primary,719444,10,98,94.86842894620194,94.91531785140921,94.82003296127097,94.8676873693318,split_probe
primary,719486,10,98,94.8662820851812,94.81351865155503,94.91725910861177,94.86540306081064,split_probe
primary,719493,10,98,94.77657566995802,94.6213654720565,94.91725910861177,94.76942777206115,split_probe
primary,719495,10,98,94.71542946271298,94.48223749542083,94.91725910861177,94.69999809617858,split_probe
primary,719500,10,98,94.70283112625475,94.45264040308562,94.91725910861177,94.68523474070798,split_probe
primary,721329,11,114,94.62241626317368,94.29103742797409,94.89372631145613,94.59286186736595,cmaes_backtrack
primary,721987,11,114,94.60100457385525,94.44872819474081,94.73925014395861,94.59410070253745,cmaes_backtrack
primary,722106,11,114,94.54612018897991,94.45923796582356,94.62824653692813,94.54378001682007,cmaes_backtrack
primary,722328,11,114,94.52050518223079,94.81206126840421,94.15826679374615,94.48572952453166,cmaes_backtrack
primary,723886,11,114,94.488835663955,93.8908864330226,94.91513713702864,94.4044008850215,cmaes_backtrack
primary,724701,11,114,94.45576199047325,93.71943935082575,94.94727874577366,94.33535671597565,cmaes_backtrack
primary,727104,11,114,94.44585400165506,93.97973727169267,94.80087469871667,94.39119890460698,cmaes_backtrack
primary,730784,11,115,94.42891895127059,94.85548171567358,93.83029526320315,94.34428101557711,cmaes_backtrack
primary,730892,11,115,94.05672230201665,94.07845826653653,94.03466520358762,94.05656428383736,cmaes_backtrack
primary,749908,11,117,93.78909082352585,92.99201567635221,94.30527894298902,93.65094931730779,cmaes_backtrack
primary,801462,11,117,93.77103691002182,92.9318933613956,94.3042322231639,93.62057738268395,sqp_sensitivity_probe
primary,801463,11,117,93.76359147817787,93.0229000251131,94.255786643485,93.64137238652675,sqp_sensitivity_probe
primary,801507,11,117,93.73054838262985,92.77085691725372,94.30891627929456,93.54304779869148,sqp_sensitivity_probe
primary,801517,11,117,93.61810992278326,93.14349690005511,93.97724368466562,93.56129901123008,sqp_sensitivity_probe
primary,801614,11,117,93.34131879500544,92.94456828280883,93.65394026334641,93.29992845690765,slsqp
primary,801615,11,117,93.2200432337655,93.10538357417973,93.32645323915372,93.21598394238802,slsqp
primary,801667,11,117,92.97998807713005,92.46413932876088,93.36145139414866,92.91387858719087,slsqp
primary,801668,11,117,92.84633411376178,92.63391456137441,93.03195647951812,92.83314885688992,slsqp
primary,801722,11,117,92.8110161502845,92.61597449644614,92.98322724391043,92.79978254451638,slsqp
primary,801783,11,117,92.81074977878097,92.61584320849786,92.98285553132092,92.79953080694848,slsqp
primary,801844,11,117,92.81042993476288,92.61570373892658,92.98239500860326,92.79923049409555,slsqp
primary,802259,11,117,92.70204594124044,92.35539134189214,92.98239500860329,92.66942346710154,split_probe
primary,802261,11,117,92.66974207353624,92.27215647231678,92.98239500860329,92.62795647532025,split_probe
primary,802314,11,117,92.62801446755796,92.1600937717521,92.98239500860329,92.57215743827643,split_probe
primary,802316,11,117,92.50047314916704,91.77807553538472,92.98239500860329,92.38219777239206,split_probe
primary,805304,12,121,92.47531506986617,91.97075787200919,92.8500659409648,92.4114577549593,cmaes_backtrack
primary,805867,12,121,92.26361878135077,91.55778029792201,92.7377894151344,92.14967368007433,cmaes_backtrack
primary,808460,12,121,92.17953098568056,91.59613348964895,92.59544502503627,92.0971446615966,cmaes_backtrack
primary,819626,12,122,92.1581627554988,92.12372886859698,92.19180469854028,92.15777306941766,cmaes_backtrack
primary,821716,12,123,91.96286708045074,92.07346717655767,91.84319478023669,91.95840305636331,cmaes_backtrack
primary,825380,12,123,91.86618815574981,92.20118127638074,91.43050249546995,91.81665049252821,cmaes_backtrack
primary,826794,12,123,91.73811142666581,92.21883231850123,91.01534825453331,91.61906638926699,cmaes_backtrack
primary,898059,12,123,91.6196184804026,92.04459595781367,91.01652805720795,91.53200539872839,sqp_sensitivity_probe
primary,898104,12,123,91.61431108433135,92.00799602795968,91.07270362981814,91.54154433787353,sqp_sensitivity_probe
primary,898515,12,123,91.43879328468326,91.9852988276566,90.5513594631636,91.2711452241078,split_probe
primary,898578,12,123,91.41029591428683,91.68396861273314,91.07270362981825,91.37884724329079,split_probe
primary,898583,12,123,91.35120829059838,91.58473769767662,91.07270362981825,91.32907950263414,split_probe
primary,898603,12,123,91.31581854774925,91.523950373405,91.07270362981825,91.29860579000703,split_probe
primary,898614,12,123,91.22745703779157,91.36725661604142,91.07270362981825,91.2200990132829,split_probe
primary,899516,13,143,90.91861968669501,90.88424538135706,90.95219424439452,90.91822616067913,cmaes_backtrack
primary,902490,13,143,90.83854815577092,90.24543881681781,91.25751157953414,90.75288603380284,cmaes_backtrack
primary,904994,13,143,90.7988346669671,90.8145410650564,90.78295521677073,90.79874951437111,cmaes
primary,906079,13,143,90.73635616576031,90.46493465031571,90.96464377030863,90.71513329523647,cmaes
primary,981221,13,143,90.70705237009174,90.46158615194354,90.91669898988447,90.68942806177235,sqp_sensitivity_probe
primary,981275,13,143,90.70635396317488,90.73070411490609,90.68158489715088,90.70614783091006,sqp_sensitivity_probe
primary,981284,13,143,90.7057392809601,90.29355552562882,91.02578774360587,90.66041088535779,sqp_sensitivity_probe
primary,981374,13,143,90.67554880634692,90.67656924274637,90.6745276459613,90.67554845009975,slsqp
primary,981428,13,143,90.65247231131993,90.63792670657486,90.66687234998916,90.65240068358827,slsqp
primary,981482,13,143,90.62921424923105,90.61964746859752,90.63871782841858,90.62918315011059,slsqp
primary,981536,13,143,90.60500654032501,90.58479075778101,90.6249420928993,90.60486864946144,slsqp
primary,981590,13,143,90.58737141902925,90.58076884988687,90.59394380881638,90.58735656887117,slsqp
primary,981644,13,143,90.56951862966768,90.56411490272954,90.57490212098952,90.56950867246005,slsqp
primary,981705,13,143,90.5693714845094,90.56397640773199,90.57474639025057,90.56936155907925,slsqp
primary,982374,13,143,90.54279960524866,90.40726675721672,90.66664501419739,90.537048771873,split_probe
primary,982422,13,143,90.51462476631441,90.45187698848963,90.57474639025052,90.51333253835885,split_probe
