phase,evaluation,round,region_id,score,tip_rmse_mm,wrist_rmse_mm,combined_rmse_mm,stage
primary,982477,13,143,90.49220764476806,90.40463519596257,90.57474639025052,90.48973076701375,split_probe
primary,982479,13,143,90.48687260816025,90.39327017080333,90.57474639025052,90.48405377697786,split_probe
primary,984970,14,154,90.4836296381392,90.35019271007455,90.60571610126776,90.47804461020128,cmaes_backtrack
primary,984995,14,154,90.47575101285223,90.49610368478211,90.45510575199444,90.47560704060331,cmaes_backtrack
primary,985338,14,154,90.38056684856738,90.27675338898764,90.4773721556527,90.37711843892947,cmaes_backtrack
primary,985643,14,154,90.34199817133006,89.79465880453411,90.73712959922692,90.26712424169055,cmaes_backtrack
primary,985802,14,154,90.28873704135847,90.3794072454287,90.19194061160785,90.28572258481086,cmaes_backtrack
primary,996309,14,155,90.2797727818671,90.43158911638182,90.10994476950131,90.27091019945651,cmaes_backtrack
primary,1031346,14,165,90.2704770679983,89.77460095726501,90.63812846945603,90.20739800449236,cmaes_backtrack
primary,1074615,14,165,90.25034657672647,89.80331603360987,90.5905319450206,90.19778281286688,sqp_sensitivity_probe
primary,1074659,14,165,90.21020875609933,89.59855910917574,90.63735759980422,90.1194551334928,sqp_sensitivity_probe
primary,1074669,14,165,90.19445394969726,90.04037156250364,90.33355219075044,90.18708101084309,sqp_sensitivity_probe
primary,1074770,14,165,90.13562308395692,89.51556225412028,90.56671226395763,90.0426711508876,slsqp
primary,1075131,14,165,90.07630497283131,90.02986244996478,90.12128627251577,90.07558596027094,split_probe
primary,1075247,14,165,90.03711025333455,89.18597098168215,90.5667122639576,89.87899306914808,split_probe
primary,1075249,14,165,89.97074587304387,88.92785102275737,90.5667122639576,89.75102243938008,split_probe
primary,1076071,15,172,89.88252736344626,89.0643263289284,90.39907688832099,89.7341833603182,cmaes_backtrack
primary,1076120,15,172,89.8707976407496,89.26258126284793,90.29579146118259,89.78067266764019,cmaes_backtrack
primary,1078665,15,172,89.74972413135858,89.24232918199517,90.12306074819715,89.6837761148883,cmaes_backtrack
primary,1078789,15,172,89.69808687405774,89.94034917088527,89.40596737122938,89.67355633230483,cmaes_backtrack
primary,1085497,15,174,89.68719781097207,88.65010051908503,90.2804904024337,89.46900935337275,cmaes_backtrack
primary,1091940,15,175,89.65646115142678,89.49807802270512,89.79896873687447,89.64864961605493,cmaes_backtrack
primary,1093506,15,175,89.46279974346511,89.29597465535987,89.61206983862537,89.454161866325,cmaes_backtrack
primary,1097874,15,175,88.92542536509713,89.00034266353019,88.84630774275284,88.92335855596586,cmaes_backtrack
primary,1154337,15,175,88.846548496738,88.83880524371388,88.85424946635385,88.84652769061819,sqp_sensitivity_probe
primary,1154493,15,175,88.80201338471647,88.68590639971829,88.90927984935895,88.79766336247599,slsqp
primary,1154554,15,175,88.8017229609706,88.6847699341075,88.90971104391413,88.79731171656574,slsqp
primary,1155038,15,175,88.79481439774598,89.0650476077224,88.46016254237038,88.7631203326822,split_probe
primary,1155044,15,175,88.74978228570872,88.45314516064452,88.99468486583105,88.72432818336421,split_probe
primary,1155134,15,175,88.73462270390212,88.60729486164115,88.85138799409974,88.7294253649145,split_probe
primary,1155147,15,175,88.68213629415662,88.41053150069465,88.90971104391411,88.66047258544144,split_probe
primary,1155149,15,175,88.59475074512594,88.18822488733963,88.90971104391411,88.54970278519373,split_probe
primary,1157882,16,180,88.4644143743374,88.379789587075,88.54422772244315,88.4620468631026,cmaes_backtrack
primary,1161624,16,180,88.4091054419972,88.70029445258663,88.04121571822901,88.37136951841164,cmaes_backtrack
primary,1179808,16,185,88.38703559966868,87.91097242569073,88.74180950808987,88.32736786410163,cmaes_backtrack
primary,1243420,16,180,88.36622156719467,88.62293009993583,88.05175288344807,88.33780313474499,sqp_sensitivity_probe
primary,1243483,16,180,88.30643201802884,88.04803605890346,88.5245229279805,88.28660094673629,sqp_sensitivity_probe
primary,1243847,16,180,88.28291611930285,88.55617611729816,87.94312107747612,88.25018094419285,split_probe
primary,1243854,16,180,88.23715766766647,87.86640164169216,88.53001464101568,88.1988322762768,split_probe
primary,1244088,16,185,88.0949658521027,87.59555496266904,88.46215702067651,88.02992239565137,split_probe
primary,1245178,17,196,88.07098883721413,87.6586678398262,88.38897102321634,88.02457681237654,cmaes_backtrack
primary,1245610,17,196,88.02201435576566,87.27561393492152,88.50577430558486,87.89284633332963,cmaes_backtrack
primary,1246440,17,196,87.98970099136118,87.63338538941555,88.27332934592441,87.95393939052381,cmaes_backtrack
primary,1247921,17,196,87.93531344196427,87.29208761653653,88.37386902290905,87.83464375328042,cmaes_backtrack
primary,1252645,17,194,87.84546700679307,88.22701123631137,87.31838924010749,87.77387598590805,cmaes_backtrack
primary,1257674,17,194,87.83293898785875,87.57723705973793,88.04892840241384,87.81339944402256,cmaes_backtrack
primary,1328962,17,194,87.8237268962651,87.538393094409,88.06045843872025,87.79981379817627,sqp_sensitivity_probe
primary,1328967,17,194,87.82297892378746,87.60872311488433,88.0086470567195,87.80891276679915,sqp_sensitivity_probe
primary,1329014,17,194,87.82130619612282,87.5658262891294,88.03713285220158,87.80179580889613,sqp_sensitivity_probe
primary,1329018,17,194,87.80965950713292,87.86590345525993,87.75105015492241,87.80849558357313,sqp_sensitivity_probe
primary,1339535,18,206,87.70103499715235,87.09376318349695,88.12237379843216,87.60957809889753,cmaes_backtrack
primary,1412041,18,206,87.64826333350317,86.8977508988748,88.13297277054875,87.51754110079071,sqp_sensitivity_probe
primary,1412097,18,206,87.59956249632597,87.32372238268924,87.82963081993525,87.57704191377755,sqp_sensitivity_probe
primary,1412194,18,206,87.51498732717306,86.78426666588071,87.99122124909947,87.38982766215604,slsqp
primary,1412195,18,206,87.37629594417598,87.04349972106834,87.64447954246951,87.3445065186185,slsqp
primary,1412249,18,206,87.35007830882238,87.07612309700924,87.57872693449367,87.3277866004633,slsqp
primary,1653123,21,249,87.26981831931542,87.1408053641171,87.38783248440052,87.264406334509,split_probe
primary,1655101,22,258,87.20974076136467,86.75432706081763,87.55181420676013,87.15398279674417,cmaes_backtrack
primary,1655759,22,258,87.14521733316937,86.98339799003682,87.2900727331196,87.13687027787506,cmaes_backtrack
primary,1656939,22,258,87.10236715824165,86.58242544568809,87.47928709119437,87.03201154185092,cmaes_backtrack
primary,1732090,22,258,87.0889781069443,86.5915821571349,87.45395564681915,87.02383713314316,sqp_sensitivity_probe
primary,1732091,22,258,87.08629344861323,86.60171211595045,87.44435494368693,87.02405343619505,sqp_sensitivity_probe
primary,1732135,22,258,87.06990557739117,86.41486430524216,87.51241741627733,86.96537234708472,sqp_sensitivity_probe
primary,1732147,22,258,87.03756421638742,86.73213088887456,87.28753949609603,87.01027835781068,sqp_sensitivity_probe
primary,1732246,22,258,87.03361625414277,87.17044368066395,86.88173126859019,87.0262072013693,split_probe
primary,1732307,22,258,86.9896371004763,86.6092369724587,87.28753949609597,86.94904967920587,split_probe
primary,1732336,22,258,86.97670249851714,86.5748751872272,87.28753949609597,86.93193764367179,split_probe
primary,1732451,22,258,86.84169238966118,86.87014398198866,86.81264114420357,86.84139732260101,split_probe
primary,1734367,23,266,86.83152356832021,86.90731813520583,86.75131703348436,86.82935261908266,cmaes_backtrack
primary,1735210,23,266,86.81016156525689,86.68489301248431,86.92498463439023,86.80502183132849,cmaes_backtrack
primary,1735227,23,266,86.7732502907813,87.03485685692299,86.45000981149906,86.74292623757097,cmaes
primary,1735894,23,266,86.67899223425198,86.65635707471182,86.70126102622974,86.6788119582819,cmaes_backtrack
primary,1737936,23,266,86.64675706358298,85.61135604876782,87.23038276519155,86.42466072213047,cmaes
primary,1741034,23,265,86.40322096301155,86.09235911274648,86.65647061846639,86.37487539107431,cmaes_backtrack
primary,1806362,24,277,86.36184577231842,85.97822212115544,86.66123671199846,86.32040496767776,cmaes_backtrack
primary,1808598,24,277,86.2447390217091,86.3235690826792,86.16109069762503,86.2423681532936,cmaes_backtrack
primary,1876144,24,277,86.23517971193927,86.27274588701083,86.19655339061947,86.23465805378558,sqp_sensitivity_probe
primary,1876159,24,277,86.2340913723363,86.30339506585625,86.161090697625,86.23227223637802,sqp_sensitivity_probe
primary,1876167,24,277,86.23166820397505,86.29878422738142,86.161090697625,86.22996494643986,sqp_sensitivity_probe
primary,1876186,24,277,86.19838306013062,86.21706145969605,86.17944613848542,86.19825585091938,sqp_sensitivity_probe
primary,1876194,24,277,86.17927894824629,85.97870793874708,86.3541653493902,86.16664114379239,sqp_sensitivity_probe
primary,1876358,24,277,86.14834706858241,85.90596114887036,86.35416534939017,86.13035479463974,split_probe
primary,1876370,24,277,86.12960589480849,85.8607627783577,86.35416534939017,86.10781746761218,split_probe
primary,1876387,24,277,86.11840760307842,85.83332778694788,86.35416534939017,86.09414042828773,split_probe
primary,1876573,24,277,86.0736178833643,85.92495883409507,86.20767662630502,86.0664338169838,split_probe
primary,1878101,25,289,86.05486958907811,85.90013908583532,86.19384189734153,86.04711580288371,cmaes_backtrack
primary,1878125,25,289,86.05463141295019,85.81916361938026,86.25541122794563,86.03756391958099,cmaes_backtrack
primary,1878806,25,289,86.05314027804192,85.8610013404491,86.22155331093357,86.04146618501676,cmaes_backtrack
primary,1878815,25,289,86.03862004490237,85.8054527414726,86.2377205543548,86.02185817157194,cmaes_backtrack
primary,1878915,25,289,86.02759618330992,85.85304117589966,86.18234455702574,86.01785045121922,cmaes_backtrack
primary,1878931,25,289,86.0088767684042,85.51161127283056,86.37255109831344,85.9431592557152,cmaes_backtrack
primary,1879171,25,289,85.91909094266666,85.84165295915003,85.99236710556652,85.91704307987347,cmaes
primary,1880114,25,289,85.90877132920849,85.26330130313725,86.3450044101597,85.80585742156555,cmaes_backtrack
primary,1881392,25,289,85.82989983102311,85.76895019992101,85.88823906595437,85.82861535713792,cmaes_backtrack
primary,1882640,25,289,85.81897666536653,85.39927947698628,86.13934228632257,85.77010908442594,cmaes
primary,1883299,25,289,85.5856444621688,85.40554245916881,85.74463930703475,85.57525884459355,cmaes
primary,1946995,25,289,85.55433832272516,85.3065044351331,85.76384367190136,85.53547971549501,sqp_sensitivity_probe
primary,1947011,25,289,85.54663585887923,85.31474498458776,85.74463930703467,85.5299622403714,sqp_sensitivity_probe
primary,1947043,25,289,85.5431395790337,85.27298066065475,85.7683586489512,85.52102833832016,sqp_sensitivity_probe
primary,1947053,25,289,85.5422718973101,85.53398037033156,85.55051309900442,85.54224713407753,sqp_sensitivity_probe
primary,1947151,25,289,85.53706781557193,84.94050676839595,85.95004506726825,85.44676687019047,slsqp
primary,1947153,25,289,85.5193147123424,85.18924546072006,85.78460845437743,85.48744524735096,slsqp
primary,1947154,25,289,85.50390031708419,85.44642065600952,85.55904420079585,85.5027509717596,slsqp
primary,1947207,25,289,85.49062715895228,85.15624964105105,85.75867381469226,85.45799256764633,slsqp
primary,1947208,25,289,85.47031657736093,85.41026991953542,85.52781779847525,85.46906406734861,slsqp
primary,1947261,25,289,85.46655083071761,85.15480111860164,85.71986932884198,85.43780238074463,slsqp
primary,1947262,25,289,85.45519653927536,85.41175677418963,85.49728820064895,85.45453318846857,slsqp
primary,1947323,25,289,85.45508940693696,85.4117922687401,85.4970471420377,85.45443033736235,slsqp
primary,2109174,27,315,85.45144362590113,85.356746001263,85.53995893125945,85.44840157043805,split_probe
primary,2114818,28,321,85.41455487260151,85.13494852742662,85.64623426557986,85.39097406822972,cmaes_backtrack
primary,2118004,28,321,85.41444444243034,85.02752962089441,85.71508638447368,85.37200017373922,cmaes_backtrack
primary,2119521,28,321,85.2454780690539,85.25864254401533,85.23218425615546,85.2454144265937,cmaes_backtrack
primary,2120320,28,322,85.21045416612859,85.3008930420009,85.11353180439058,85.20726392151046,cmaes_backtrack
primary,2121012,28,322,85.18260213527446,84.98931114630153,85.35168413160831,85.17069036125247,cmaes_backtrack
primary,2122473,28,322,85.10285524994036,85.09717900593259,85.10850774206173,85.10284356250477,cmaes_backtrack
primary,2123410,28,322,85.02007175390536,84.85796170422402,85.16477940513956,85.01150897296681,cmaes_backtrack
primary,2125762,28,322,84.9850436560787,85.24100065304056,84.66885956133069,84.95541175154176,cmaes_backtrack
primary,2125942,28,322,84.97127220085468,84.87435451224299,85.06168996975961,84.96807387007607,cmaes
primary,2195529,28,322,84.96979430883886,84.84562652603718,85.08348801577532,84.96464050864444,sqp_sensitivity_probe
primary,2195531,28,322,84.94415577133188,84.86079952333385,85.02265734500169,84.94176698699242,sqp_sensitivity_probe
primary,2195537,28,322,84.93224317525299,84.79286774036147,85.05854948131233,84.92581250567841,sqp_sensitivity_probe
primary,2195598,28,322,84.9016628373716,84.7422902242144,85.04416475122471,84.89336166826719,sqp_sensitivity_probe
primary,2195795,28,322,84.89522699645211,84.70934233565566,85.05854948131233,84.88412548528777,split_probe
primary,2195797,28,322,84.8197615706501,84.52928165348338,85.05854948131233,84.79432851529276,split_probe
primary,2195799,28,322,84.8033576804591,84.4881826806753,85.05854948131233,84.77384576786645,split_probe
primary,2195897,28,322,84.78731627758967,84.99974959146917,84.53494401396037,84.76766538620689,split_probe
primary,2198443,29,334,84.74454741040743,84.91896849907289,84.54408977777253,84.73173646072232,cmaes_backtrack
primary,2198495,29,334,84.73522685828763,84.85529585499263,84.6033787277144,84.72943091625072,cmaes_backtrack
primary,2198973,29,334,84.72881243588643,84.90906155889225,84.52060835505165,84.71505760937598,cmaes_backtrack
